gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	fisher.p_value	fisher.odds_ratio	fisher.ci_95_lower	fisher.ci_95_upper
A1BG	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
A1BG-AS1	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
A1CF	2	7925	14	21183	2.6372e-01	3.8189e-01	4.2114e-02	1.6632e+00
A2M	5	7922	17	21180	8.1185e-01	7.8636e-01	2.2673e-01	2.2214e+00
A2ML1	18	7909	54	21143	7.9101e-01	8.9110e-01	4.9152e-01	1.5445e+00
A3GALT2	7	7920	18	21179	1.0000e+00	1.0399e+00	3.6696e-01	2.6106e+00
A4GALT	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
A4GNT	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
AA06	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AAAS	9	7918	21	21176	6.8630e-01	1.1462e+00	4.6195e-01	2.6119e+00
AACS	11	7916	15	21182	1.1936e-01	1.9623e+00	8.1485e-01	4.5746e+00
AADAC	2	7925	13	21184	3.8265e-01	4.1128e-01	4.5049e-02	1.8171e+00
AADACL2	5	7922	8	21189	3.5909e-01	1.6717e+00	4.3013e-01	5.7984e+00
AADACL3	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
AADACL4	3	7924	9	21188	1.0000e+00	8.9131e-01	1.5515e-01	3.5728e+00
AADAT	3	7924	3	21194	3.5461e-01	2.6746e+00	3.5815e-01	1.9972e+01
AAGAB	4	7923	7	21190	5.0447e-01	1.5283e+00	3.2799e-01	6.0135e+00
AAMDC	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
AAMP	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AAR2	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
AARD	4	7923	5	21192	2.6678e-01	2.1398e+00	4.2447e-01	9.9453e+00
AARS	5	7922	8	21189	3.5909e-01	1.6717e+00	4.3013e-01	5.7984e+00
AARS2	8	7919	22	21175	1.0000e+00	9.7233e-01	3.7414e-01	2.2688e+00
AARSD1	4	7923	13	21184	1.0000e+00	8.2270e-01	1.9536e-01	2.6641e+00
AASDH	14	7913	22	21175	1.3305e-01	1.7029e+00	8.0532e-01	3.4827e+00
AASDHPPT	6	7921	6	21191	1.0074e-01	2.6752e+00	7.1495e-01	1.0010e+01
AASS	3	7924	15	21182	4.3073e-01	5.3462e-01	9.9183e-02	1.8907e+00
AATF	7	7920	16	21181	8.1473e-01	1.1700e+00	4.0691e-01	3.0072e+00
AATK	7	7920	13	21184	4.5328e-01	1.4402e+00	4.8635e-01	3.8857e+00
ABAT	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
ABCA1	12	7915	12	21185	1.9422e-02	2.6765e+00	1.0993e+00	6.5158e+00
ABCA10	17	7910	62	21135	3.1101e-01	7.3265e-01	4.0128e-01	1.2701e+00
ABCA12	10	7917	17	21180	2.7928e-01	1.5737e+00	6.4365e-01	3.6408e+00
ABCA13	42	7885	122	21075	7.2493e-01	9.2015e-01	6.3134e-01	1.3179e+00
ABCA2	0	7927	6	21191	1.9913e-01	0.0000e+00	0.0000e+00	2.2710e+00
ABCA3	6	7921	7	21190	1.2956e-01	2.2930e+00	6.3641e-01	7.9706e+00
ABCA4	16	7911	30	21167	2.4852e-01	1.4270e+00	7.2607e-01	2.7041e+00
ABCA5	16	7911	42	21155	1.0000e+00	1.0187e+00	5.3433e-01	1.8516e+00
ABCA6	15	7912	46	21151	7.7347e-01	8.7173e-01	4.5181e-01	1.5910e+00
ABCA7	33	7894	93	21104	8.4159e-01	9.4865e-01	6.1696e-01	1.4264e+00
ABCA8	18	7909	52	21145	8.9317e-01	9.2546e-01	5.0918e-01	1.6095e+00
ABCA9	15	7912	49	21148	5.7494e-01	8.1825e-01	4.2592e-01	1.4846e+00
ABCB1	3	7924	5	21192	4.5607e-01	1.6046e+00	2.4912e-01	8.2498e+00
ABCB10	8	7919	19	21178	8.2896e-01	1.1260e+00	4.2626e-01	2.6951e+00
ABCB11	5	7922	7	21190	3.2785e-01	1.9107e+00	4.7801e-01	6.9949e+00
ABCB4	7	7920	16	21181	8.1473e-01	1.1700e+00	4.0691e-01	3.0072e+00
ABCB5	21	7906	34	21163	7.0300e-02	1.6533e+00	9.1125e-01	2.9340e+00
ABCB6	11	7916	31	21166	1.0000e+00	9.4879e-01	4.3004e-01	1.9405e+00
ABCB7	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
ABCB8	2	7925	20	21177	5.7312e-02	2.6721e-01	3.0280e-02	1.1005e+00
ABCB9	6	7921	9	21188	2.5759e-01	1.7832e+00	5.2213e-01	5.6110e+00
ABCC1	1	7926	21	21176	1.4590e-02	1.2723e-01	3.0799e-03	7.9135e-01
ABCC10	11	7916	29	21168	1.0000e+00	1.0143e+00	4.5695e-01	2.0928e+00
ABCC11	19	7908	41	21156	4.6788e-01	1.2398e+00	6.7918e-01	2.1865e+00
ABCC12	17	7910	39	21158	6.5203e-01	1.1659e+00	6.1808e-01	2.1115e+00
ABCC2	15	7912	44	21153	8.8374e-01	9.1144e-01	4.7086e-01	1.6707e+00
ABCC3	8	7919	30	21167	4.6870e-01	7.1281e-01	2.8223e-01	1.5923e+00
ABCC4	4	7923	7	21190	5.0447e-01	1.5283e+00	3.2799e-01	6.0135e+00
ABCC5	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
ABCC6	14	7913	35	21162	8.7246e-01	1.0697e+00	5.3140e-01	2.0406e+00
ABCC8	3	7924	16	21181	3.1475e-01	5.0119e-01	9.3559e-02	1.7516e+00
ABCC9	8	7919	15	21182	4.8136e-01	1.4266e+00	5.2360e-01	3.5860e+00
ABCD2	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
ABCD3	1	7926	7	21190	6.9163e-01	3.8197e-01	8.4770e-03	2.9736e+00
ABCD4	1	7926	9	21188	3.0434e-01	2.9702e-01	6.7795e-03	2.1442e+00
ABCE1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
ABCF1	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
ABCF2	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
ABCF3	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
ABCG1	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
ABCG2	14	7913	27	21170	3.7915e-01	1.3872e+00	6.7195e-01	2.7414e+00
ABCG4	3	7924	9	21188	1.0000e+00	8.9131e-01	1.5515e-01	3.5728e+00
ABCG5	5	7922	16	21181	1.0000e+00	8.3554e-01	2.3930e-01	2.3879e+00
ABCG8	7	7920	18	21179	1.0000e+00	1.0399e+00	3.6696e-01	2.6106e+00
ABHD1	8	7919	22	21175	1.0000e+00	9.7233e-01	3.7414e-01	2.2688e+00
ABHD10	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
ABHD11	0	7927	5	21192	3.3246e-01	0.0000e+00	0.0000e+00	2.9181e+00
ABHD12	5	7922	16	21181	1.0000e+00	8.3554e-01	2.3930e-01	2.3879e+00
ABHD12B	11	7916	15	21182	1.1936e-01	1.9623e+00	8.1485e-01	4.5746e+00
ABHD13	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
ABHD14A	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
ABHD14A-ACY1	6	7921	10	21187	3.9954e-01	1.6048e+00	4.7921e-01	4.8757e+00
ABHD14B	2	7925	8	21189	1.0000e+00	6.6846e-01	6.9135e-02	3.3505e+00
ABHD15	2	7925	12	21185	3.7655e-01	4.4553e-01	4.8423e-02	2.0019e+00
ABHD16A	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
ABHD16B	8	7919	20	21177	8.3402e-01	1.0697e+00	4.0734e-01	2.5364e+00
ABHD17A	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
ABHD17B	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
ABHD17C	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
ABHD18	11	7916	13	21184	6.2587e-02	2.2643e+00	9.1809e-01	5.4797e+00
ABHD2	3	7924	5	21192	4.5607e-01	1.6046e+00	2.4912e-01	8.2498e+00
ABHD3	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
ABHD4	5	7922	7	21190	3.2785e-01	1.9107e+00	4.7801e-01	6.9949e+00
ABHD5	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
ABHD6	3	7924	4	21193	3.9903e-01	2.0059e+00	2.9378e-01	1.1860e+01
ABI1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
ABI2	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
ABI3	2	7925	6	21191	1.0000e+00	8.9132e-01	8.7956e-02	4.9859e+00
ABI3BP	5	7922	12	21185	7.8991e-01	1.1142e+00	3.0744e-01	3.3991e+00
ABL1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
ABL2	2	7925	10	21187	5.3179e-01	5.3468e-01	5.6955e-02	2.5099e+00
ABLIM1	2	7925	6	21191	1.0000e+00	8.9132e-01	8.7956e-02	4.9859e+00
ABLIM2	3	7924	7	21190	7.3748e-01	1.1460e+00	1.9119e-01	5.0216e+00
ABLIM3	2	7925	9	21188	7.3798e-01	5.9411e-01	6.2454e-02	2.8714e+00
ABO	3	7924	7	21190	7.3748e-01	1.1460e+00	1.9119e-01	5.0216e+00
ABRA	5	7922	9	21188	5.4796e-01	1.4859e+00	3.9106e-01	4.9388e+00
ABRACL	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
ABRAXAS1	3	7924	18	21179	2.2606e-01	4.4546e-01	8.4030e-02	1.5265e+00
ABRAXAS2	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
ABT1	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
ABTB1	4	7923	10	21187	1.0000e+00	1.0696e+00	2.4480e-01	3.7097e+00
ABTB2	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
AC000061.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC000099.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC000120.3	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
AC000362.1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC001226.2	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
AC002059.2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC002094.2	2	7925	0	21197	7.4076e-02	Infinity	5.0223e-01	Infinity
AC002094.3	4	7923	1	21196	2.1456e-02	1.0700e+01	1.0587e+00	5.2550e+02
AC002310.4	0	7927	6	21191	1.9913e-01	0.0000e+00	0.0000e+00	2.2710e+00
AC002398.2	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC002456.1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC002456.2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC002467.1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC002480.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC002543.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC002985.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC002996.1	2	7925	8	21189	1.0000e+00	6.6846e-01	6.9135e-02	3.3505e+00
AC003002.1	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
AC003002.2	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC003002.3	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
AC003006.1	3	7924	4	21193	3.9903e-01	2.0059e+00	2.9378e-01	1.1860e+01
AC003072.1	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
AC003098.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC003669.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC003956.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC003991.2	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
AC004039.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC004054.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC004076.1	2	7925	7	21190	1.0000e+00	7.6397e-01	7.7418e-02	4.0135e+00
AC004080.3	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
AC004080.6	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC004223.3	5	7922	7	21190	3.2785e-01	1.9107e+00	4.7801e-01	6.9949e+00
AC004224.2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC004231.3	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
AC004233.2	13	7914	24	21173	2.7204e-01	1.4491e+00	6.7728e-01	2.9633e+00
AC004241.1	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
AC004381.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC004381.2	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
AC004467.1	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
AC004477.2	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
AC004490.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC004528.1	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC004593.3	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
AC004594.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC004691.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC004691.2	1	7926	7	21190	6.9163e-01	3.8197e-01	8.4770e-03	2.9736e+00
AC004754.1	6	7921	16	21181	1.0000e+00	1.0028e+00	3.2126e-01	2.6990e+00
AC004765.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC004771.1	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC004771.2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC004771.4	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
AC004832.1	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC004832.3	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
AC004837.3	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC004846.1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC004846.2	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
AC004865.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC004884.2	3	7924	4	21193	3.9903e-01	2.0059e+00	2.9378e-01	1.1860e+01
AC004906.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC004922.1	1	7926	7	21190	6.9163e-01	3.8197e-01	8.4770e-03	2.9736e+00
AC004951.1	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
AC004997.1	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
AC005006.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005009.2	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC005020.2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005070.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005082.2	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC005104.1	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC005154.4	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC005154.5	2	7925	1	21196	1.8191e-01	5.3488e+00	2.7841e-01	3.1496e+02
AC005156.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005160.1	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
AC005208.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005225.2	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
AC005225.3	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005232.1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC005262.2	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
AC005264.1	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
AC005288.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005293.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005323.2	2	7925	0	21197	7.4076e-02	Infinity	5.0223e-01	Infinity
AC005324.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005324.3	7	7920	31	21166	2.7523e-01	6.0345e-01	2.2418e-01	1.3976e+00
AC005329.1	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
AC005329.2	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC005342.1	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC005358.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005358.2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005387.2	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC005414.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005480.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005518.1	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
AC005520.1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC005520.5	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005538.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005540.1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC005546.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005550.2	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
AC005551.1	0	7927	6	21191	1.9913e-01	0.0000e+00	0.0000e+00	2.2710e+00
AC005586.1	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC005606.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005609.1	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
AC005609.5	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
AC005670.2	0	7927	5	21192	3.3246e-01	0.0000e+00	0.0000e+00	2.9181e+00
AC005674.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005692.3	3	7924	2	21195	1.2826e-01	4.0119e+00	4.5949e-01	4.8037e+01
AC005695.1	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
AC005695.2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005696.2	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
AC005697.1	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
AC005697.2	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
AC005702.1	0	7927	6	21191	1.9913e-01	0.0000e+00	0.0000e+00	2.2710e+00
AC005722.3	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
AC005726.1	4	7923	7	21190	5.0447e-01	1.5283e+00	3.2799e-01	6.0135e+00
AC005726.2	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
AC005726.5	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005736.2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005740.3	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC005746.2	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
AC005759.1	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
AC005779.2	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
AC005786.2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005786.3	5	7922	1	21196	6.9244e-03	1.3373e+01	1.4965e+00	6.3065e+02
AC005821.1	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
AC005832.1	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC005832.3	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
AC005833.1	4	7923	17	21180	4.7284e-01	6.2898e-01	1.5393e-01	1.9292e+00
AC005837.2	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
AC005842.1	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC005856.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005899.3	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC005899.4	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC005901.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC005908.2	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC005911.1	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
AC005920.2	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC005944.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC006003.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC006004.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC006019.2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC006030.1	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC006042.2	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC006059.1	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
AC006059.2	5	7922	23	21174	3.9450e-01	5.8103e-01	1.7252e-01	1.5633e+00
AC006063.1	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
AC006064.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC006064.6	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
AC006116.1	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
AC006116.4	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC006150.1	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
AC006205.2	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC006213.3	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC006270.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC006299.1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC006333.1	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
AC006355.2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC006441.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC006449.3	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC006450.2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC006452.1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC006509.2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC006511.4	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC006518.7	0	7927	14	21183	1.5754e-02	0.0000e+00	0.0000e+00	8.0584e-01
AC006538.2	3	7924	5	21192	4.5607e-01	1.6046e+00	2.4912e-01	8.2498e+00
AC006547.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC006547.3	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC006581.1	2	7925	0	21197	7.4076e-02	Infinity	5.0223e-01	Infinity
AC006581.2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC006947.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC007036.3	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
AC007038.1	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
AC007040.2	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
AC007099.1	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
AC007193.3	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
AC007262.2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
AC007277.1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
AC007278.1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
