gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	fisher.p_value	fisher.odds_ratio	fisher.ci_95_lower	fisher.ci_95_upper
GPRIN3	0	7927	10	21187	7.1520e-02	0.0000e+00	0.0000e+00	1.1928e+00
GPS1	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
GPS2	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
GPSM1	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
GPSM2	8	7919	25	21172	8.4557e-01	8.5555e-01	3.3342e-01	1.9577e+00
GPSM3	0	7927	6	21191	1.9913e-01	0.0000e+00	0.0000e+00	2.2710e+00
GPT	11	7916	17	21180	1.9988e-01	1.7312e+00	7.3263e-01	3.9204e+00
GPT2	0	7927	8	21189	1.1765e-01	0.0000e+00	0.0000e+00	1.5664e+00
GPX1	2	7925	9	21188	7.3798e-01	5.9411e-01	6.2454e-02	2.8714e+00
GPX2	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
GPX3	2	7925	6	21191	1.0000e+00	8.9132e-01	8.7956e-02	4.9859e+00
GPX4	4	7923	10	21187	1.0000e+00	1.0696e+00	2.4480e-01	3.7097e+00
GPX5	0	7927	6	21191	1.9913e-01	0.0000e+00	0.0000e+00	2.2710e+00
GPX6	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
GPX7	5	7922	8	21189	3.5909e-01	1.6717e+00	4.3013e-01	5.7984e+00
GPX8	3	7924	7	21190	7.3748e-01	1.1460e+00	1.9119e-01	5.0216e+00
GRAMD1A	2	7925	8	21189	1.0000e+00	6.6846e-01	6.9135e-02	3.3505e+00
GRAMD1B	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
GRAMD1C	6	7921	15	21182	8.1149e-01	1.0697e+00	3.3988e-01	2.9188e+00
GRAMD2A	5	7922	10	21187	5.6980e-01	1.3372e+00	3.5852e-01	4.2955e+00
GRAMD2B	3	7924	11	21186	7.7080e-01	7.2920e-01	1.3060e-01	2.7613e+00
GRAMD4	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
GRAP2	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
GRASP	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
GRB10	3	7924	2	21195	1.2826e-01	4.0119e+00	4.5949e-01	4.8037e+01
GRB14	0	7927	8	21189	1.1765e-01	0.0000e+00	0.0000e+00	1.5664e+00
GRB2	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
GRB7	4	7923	7	21190	5.0447e-01	1.5283e+00	3.2799e-01	6.0135e+00
GREB1	0	7927	16	21181	9.4748e-03	0.0000e+00	0.0000e+00	6.9306e-01
GREB1L	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
GREM2	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
GRHL1	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
GRHL2	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
GRHL3	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
GRHPR	5	7922	11	21186	7.7925e-01	1.2156e+00	3.3100e-01	3.7968e+00
GRIA1	4	7923	4	21193	2.2544e-01	2.6748e+00	4.9807e-01	1.4363e+01
GRIA3	2	7925	0	21197	7.4076e-02	Infinity	5.0223e-01	Infinity
GRIA4	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
GRID1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
GRID2	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
GRID2IP	3	7924	13	21184	5.8113e-01	6.1692e-01	1.1271e-01	2.2459e+00
GRIFIN	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
GRIK1	6	7921	14	21183	8.0266e-01	1.1461e+00	3.6085e-01	3.1761e+00
GRIK1-AS1	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
GRIK2	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
GRIK3	2	7925	1	21196	1.8191e-01	5.3488e+00	2.7841e-01	3.1496e+02
GRIK4	4	7923	5	21192	2.6678e-01	2.1398e+00	4.2447e-01	9.9453e+00
GRIK5	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
GRIN1	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
GRIN2A	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
GRIN2B	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
GRIN2C	8	7919	16	21181	4.9553e-01	1.3373e+00	4.9533e-01	3.3134e+00
GRIN2D	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
GRIN3A	1	7926	9	21188	3.0434e-01	2.9702e-01	6.7795e-03	2.1442e+00
GRIN3B	16	7911	31	21166	3.2461e-01	1.3809e+00	7.0498e-01	2.6047e+00
GRINA	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
GRIP1	1	7926	10	21187	3.0851e-01	2.6731e-01	6.1625e-03	1.8796e+00
GRIP2	7	7920	16	21181	8.1473e-01	1.1700e+00	4.0691e-01	3.0072e+00
GRIPAP1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
GRK1	3	7924	6	21191	7.1144e-01	1.3371e+00	2.1633e-01	6.2630e+00
GRK2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
GRK3	0	7927	6	21191	1.9913e-01	0.0000e+00	0.0000e+00	2.2710e+00
GRK4	3	7924	15	21182	4.3073e-01	5.3462e-01	9.9183e-02	1.8907e+00
GRK5	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
GRK6	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
GRK7	5	7922	13	21184	1.0000e+00	1.0285e+00	2.8699e-01	3.0753e+00
GRM1	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
GRM2	5	7922	8	21189	3.5909e-01	1.6717e+00	4.3013e-01	5.7984e+00
GRM3	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
GRM4	8	7919	1	21196	2.0502e-04	2.1412e+01	2.8697e+00	9.4562e+02
GRM5	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
GRM6	7	7920	25	21172	5.5823e-01	7.4853e-01	2.7326e-01	1.7811e+00
GRM7	3	7924	4	21193	3.9903e-01	2.0059e+00	2.9378e-01	1.1860e+01
GRM7-AS1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
GRM8	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
GRN	3	7924	5	21192	4.5607e-01	1.6046e+00	2.4912e-01	8.2498e+00
GRP	0	7927	5	21192	3.3246e-01	0.0000e+00	0.0000e+00	2.9181e+00
GRPEL1	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
GRPEL2	0	7927	5	21192	3.3246e-01	0.0000e+00	0.0000e+00	2.9181e+00
GRPR	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
GRSF1	4	7923	8	21189	7.4573e-01	1.3372e+00	2.9458e-01	4.9929e+00
GRTP1	8	7919	19	21178	8.2896e-01	1.1260e+00	4.2626e-01	2.6951e+00
GRTP1-AS1	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
GRWD1	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
GRXCR1	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
GRXCR2	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
GSAP	3	7924	22	21175	1.1409e-01	3.6438e-01	6.9807e-02	1.2134e+00
GSC2	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
GSDMA	6	7921	10	21187	3.9954e-01	1.6048e+00	4.7921e-01	4.8757e+00
GSDMB	7	7920	11	21186	2.9058e-01	1.7022e+00	5.5931e-01	4.8102e+00
GSDMC	2	7925	12	21185	3.7655e-01	4.4553e-01	4.8423e-02	2.0019e+00
GSDMD	4	7923	9	21188	7.5943e-01	1.1885e+00	2.6738e-01	4.2597e+00
GSDME	4	7923	17	21180	4.7284e-01	6.2898e-01	1.5393e-01	1.9292e+00
GSE1	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
GSG1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
GSG1L	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
GSG1L2	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
GSK3A	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
GSK3B	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
GSKIP	2	7925	0	21197	7.4076e-02	Infinity	5.0223e-01	Infinity
GSN	7	7920	16	21181	8.1473e-01	1.1700e+00	4.0691e-01	3.0072e+00
GSR	3	7924	12	21185	7.7253e-01	6.6842e-01	1.2101e-01	2.4776e+00
GSS	3	7924	9	21188	1.0000e+00	8.9131e-01	1.5515e-01	3.5728e+00
GSTA1	0	7927	14	21183	1.5754e-02	0.0000e+00	0.0000e+00	8.0584e-01
GSTA2	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
GSTA3	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
GSTA4	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
GSTA5	2	7925	10	21187	5.3179e-01	5.3468e-01	5.6955e-02	2.5099e+00
GSTCD	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
GSTK1	3	7924	7	21190	7.3748e-01	1.1460e+00	1.9119e-01	5.0216e+00
GSTM1	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
GSTM2	8	7919	12	21185	2.1161e-01	1.7834e+00	6.3210e-01	4.7467e+00
GSTM3	3	7924	6	21191	7.1144e-01	1.3371e+00	2.1633e-01	6.2630e+00
GSTM4	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
GSTM5	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
GSTO1	1	7926	7	21190	6.9163e-01	3.8197e-01	8.4770e-03	2.9736e+00
GSTO2	3	7924	12	21185	7.7253e-01	6.6842e-01	1.2101e-01	2.4776e+00
GSTP1	2	7925	7	21190	1.0000e+00	7.6397e-01	7.7418e-02	4.0135e+00
GSTT2B	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
GSTT4	3	7924	7	21190	7.3748e-01	1.1460e+00	1.9119e-01	5.0216e+00
GSTZ1	6	7921	6	21191	1.0074e-01	2.6752e+00	7.1495e-01	1.0010e+01
GSX2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
GTDC1	3	7924	14	21183	5.8562e-01	5.7283e-01	1.0551e-01	2.0533e+00
GTF2A1	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
GTF2A1L	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
GTF2A2	2	7925	0	21197	7.4076e-02	Infinity	5.0223e-01	Infinity
GTF2B	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
GTF2E1	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
GTF2E2	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
GTF2F1	1	7926	8	21189	4.5964e-01	3.3416e-01	7.5338e-03	2.4932e+00
GTF2F2	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
GTF2H2	1	7926	7	21190	6.9163e-01	3.8197e-01	8.4770e-03	2.9736e+00
GTF2H2C	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
GTF2H3	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
GTF2H4	3	7924	11	21186	7.7080e-01	7.2920e-01	1.3060e-01	2.7613e+00
GTF2H5	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
GTF2I	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
GTF2IRD1	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
GTF2IRD2	4	7923	10	21187	1.0000e+00	1.0696e+00	2.4480e-01	3.7097e+00
GTF2IRD2B	5	7922	8	21189	3.5909e-01	1.6717e+00	4.3013e-01	5.7984e+00
GTF3A	2	7925	11	21186	5.3450e-01	4.8606e-01	5.2343e-02	2.2279e+00
GTF3C1	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
GTF3C2	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
GTF3C2-AS1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
GTF3C3	6	7921	15	21182	8.1149e-01	1.0697e+00	3.3988e-01	2.9188e+00
GTF3C4	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
GTF3C5	4	7923	11	21186	1.0000e+00	9.7234e-01	2.2575e-01	3.2824e+00
GTF3C6	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
GTPBP1	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
GTPBP10	1	7926	9	21188	3.0434e-01	2.9702e-01	6.7795e-03	2.1442e+00
GTPBP2	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
GTPBP3	2	7925	6	21191	1.0000e+00	8.9132e-01	8.7956e-02	4.9859e+00
GTPBP4	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
GTPBP6	8	7919	19	21178	8.2896e-01	1.1260e+00	4.2626e-01	2.6951e+00
GTPBP8	3	7924	7	21190	7.3748e-01	1.1460e+00	1.9119e-01	5.0216e+00
GTSE1	3	7924	10	21187	1.0000e+00	8.0215e-01	1.4179e-01	3.1165e+00
GTSF1	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
GTSF1L	2	7925	10	21187	5.3179e-01	5.3468e-01	5.6955e-02	2.5099e+00
GUCA1A	1	7926	8	21189	4.5964e-01	3.3416e-01	7.5338e-03	2.4932e+00
GUCA1B	1	7926	7	21190	6.9163e-01	3.8197e-01	8.4770e-03	2.9736e+00
GUCA1C	5	7922	11	21186	7.7925e-01	1.2156e+00	3.3100e-01	3.7968e+00
GUCA2A	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
GUCA2B	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
GUCD1	4	7923	1	21196	2.1456e-02	1.0700e+01	1.0587e+00	5.2550e+02
GUCY1A1	4	7923	10	21187	1.0000e+00	1.0696e+00	2.4480e-01	3.7097e+00
GUCY1A2	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
GUCY1B1	4	7923	3	21194	9.2831e-02	3.5665e+00	6.0322e-01	2.4352e+01
GUCY2C	8	7919	20	21177	8.3402e-01	1.0697e+00	4.0734e-01	2.5364e+00
GUCY2D	5	7922	13	21184	1.0000e+00	1.0285e+00	2.8699e-01	3.0753e+00
GUCY2F	9	7918	24	21173	1.0000e+00	1.0028e+00	4.1001e-01	2.2358e+00
GUF1	10	7917	32	21165	7.2987e-01	8.3544e-01	3.6616e-01	1.7428e+00
GUK1	3	7924	13	21184	5.8113e-01	6.1692e-01	1.1271e-01	2.2459e+00
GULP1	4	7923	6	21191	4.7567e-01	1.7830e+00	3.6998e-01	7.5212e+00
GUSB	4	7923	10	21187	1.0000e+00	1.0696e+00	2.4480e-01	3.7097e+00
GVQW3	3	7924	5	21192	4.5607e-01	1.6046e+00	2.4912e-01	8.2498e+00
GXYLT1	3	7924	11	21186	7.7080e-01	7.2920e-01	1.3060e-01	2.7613e+00
GXYLT2	2	7925	6	21191	1.0000e+00	8.9132e-01	8.7956e-02	4.9859e+00
GYG1	5	7922	12	21185	7.8991e-01	1.1142e+00	3.0744e-01	3.3991e+00
GYG2	4	7923	7	21190	5.0447e-01	1.5283e+00	3.2799e-01	6.0135e+00
GYPA	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
GYPB	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
GYPC	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
GYPE	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
GYS1	4	7923	10	21187	1.0000e+00	1.0696e+00	2.4480e-01	3.7097e+00
GYS2	8	7919	30	21167	4.6870e-01	7.1281e-01	2.8223e-01	1.5923e+00
GZF1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
GZMA	4	7923	15	21182	7.9664e-01	7.1296e-01	1.7221e-01	2.2388e+00
GZMB	5	7922	6	21191	1.8366e-01	2.2291e+00	5.3798e-01	8.7686e+00
GZMH	4	7923	2	21195	5.0520e-02	5.3499e+00	7.6657e-01	5.9178e+01
GZMK	4	7923	2	21195	5.0520e-02	5.3499e+00	7.6657e-01	5.9178e+01
GZMM	1	7926	11	21186	1.9986e-01	2.4300e-01	5.6485e-03	1.6724e+00
H1FNT	1	7926	9	21188	3.0434e-01	2.9702e-01	6.7795e-03	2.1442e+00
H1FOO	4	7923	6	21191	4.7567e-01	1.7830e+00	3.6998e-01	7.5212e+00
H1FX	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
H2AFJ	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
H2AFVP1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
H2AFY	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
H2AFZP1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
H2BFM	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
H2BFWT	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
H3.Y	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
H3F3C	4	7923	7	21190	5.0447e-01	1.5283e+00	3.2799e-01	6.0135e+00
H6PD	8	7919	15	21182	4.8136e-01	1.4266e+00	5.2360e-01	3.5860e+00
HAAO	3	7924	10	21187	1.0000e+00	8.0215e-01	1.4179e-01	3.1165e+00
HABP2	3	7924	24	21173	8.0719e-02	3.3399e-01	6.4369e-02	1.1003e+00
HABP4	4	7923	8	21189	7.4573e-01	1.3372e+00	2.9458e-01	4.9929e+00
HACD1	0	7927	12	21185	4.4914e-02	0.0000e+00	0.0000e+00	9.6210e-01
HACD3	3	7924	2	21195	1.2826e-01	4.0119e+00	4.5949e-01	4.8037e+01
HACD4	3	7924	5	21192	4.5607e-01	1.6046e+00	2.4912e-01	8.2498e+00
HACE1	3	7924	9	21188	1.0000e+00	8.9131e-01	1.5515e-01	3.5728e+00
HACL1	5	7922	16	21181	1.0000e+00	8.3554e-01	2.3930e-01	2.3879e+00
HADH	3	7924	4	21193	3.9903e-01	2.0059e+00	2.9378e-01	1.1860e+01
HADHA	5	7922	11	21186	7.7925e-01	1.2156e+00	3.3100e-01	3.7968e+00
HADHB	4	7923	7	21190	5.0447e-01	1.5283e+00	3.2799e-01	6.0135e+00
HAGH	3	7924	9	21188	1.0000e+00	8.9131e-01	1.5515e-01	3.5728e+00
HAGHL	7	7920	8	21189	1.4098e-01	2.3409e+00	7.2236e-01	7.3914e+00
HAL	4	7923	24	21173	1.4105e-01	4.4539e-01	1.1228e-01	1.2970e+00
HAMP	3	7924	0	21197	2.0158e-02	Infinity	1.1051e+00	Infinity
HAO1	3	7924	12	21185	7.7253e-01	6.6842e-01	1.2101e-01	2.4776e+00
HAO2	9	7918	13	21184	1.5472e-01	1.8521e+00	6.9846e-01	4.6859e+00
HAO2-IT1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
HAP1	9	7918	17	21180	3.8401e-01	1.4161e+00	5.5597e-01	3.3604e+00
HAPLN1	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
HAPLN2	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
HAPLN3	1	7926	9	21188	3.0434e-01	2.9702e-01	6.7795e-03	2.1442e+00
HAPLN4	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
HARBI1	6	7921	9	21188	2.5759e-01	1.7832e+00	5.2213e-01	5.6110e+00
HARS	1	7926	8	21189	4.5964e-01	3.3416e-01	7.5338e-03	2.4932e+00
HARS2	7	7920	16	21181	8.1473e-01	1.1700e+00	4.0691e-01	3.0072e+00
HAS1	5	7922	11	21186	7.7925e-01	1.2156e+00	3.3100e-01	3.7968e+00
HAS2-AS1	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
HAS3	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
HASPIN	8	7919	15	21182	4.8136e-01	1.4266e+00	5.2360e-01	3.5860e+00
HAT1	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
HAUS1	4	7923	1	21196	2.1456e-02	1.0700e+01	1.0587e+00	5.2550e+02
HAUS2	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
HAUS3	7	7920	4	21193	1.2406e-02	4.6825e+00	1.1900e+00	2.1815e+01
HAUS4	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
HAUS5	2	7925	16	21181	1.8367e-01	3.3407e-01	3.7259e-02	1.4216e+00
HAUS6	9	7918	21	21176	6.8630e-01	1.1462e+00	4.6195e-01	2.6119e+00
HAUS8	1	7926	9	21188	3.0434e-01	2.9702e-01	6.7795e-03	2.1442e+00
HAVCR1	6	7921	11	21186	4.2514e-01	1.4589e+00	4.4285e-01	4.3048e+00
HAVCR2	3	7924	5	21192	4.5607e-01	1.6046e+00	2.4912e-01	8.2498e+00
HAX1	6	7921	6	21191	1.0074e-01	2.6752e+00	7.1495e-01	1.0010e+01
HBA1	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
HBA2	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
HBB	4	7923	10	21187	1.0000e+00	1.0696e+00	2.4480e-01	3.7097e+00
HBBP1	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
HBD	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
HBM	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
HBP1	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
HBQ1	2	7925	0	21197	7.4076e-02	Infinity	5.0223e-01	Infinity
HBS1L	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
HBZ	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
HCAR1	9	7918	15	21182	2.5672e-01	1.6051e+00	6.1904e-01	3.9169e+00
HCAR2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
HCAR3	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
HCFC1	3	7924	1	21196	6.4178e-02	8.0236e+00	6.4417e-01	4.2027e+02
HCFC1-AS1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
HCFC1R1	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
HCFC2	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
HCG25	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
HCK	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
HCLS1	3	7924	6	21191	7.1144e-01	1.3371e+00	2.1633e-01	6.2630e+00
HCN1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
HCN2	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
HCN3	4	7923	3	21194	9.2831e-02	3.5665e+00	6.0322e-01	2.4352e+01
HCN4	4	7923	7	21190	5.0447e-01	1.5283e+00	3.2799e-01	6.0135e+00
HCP5	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
HCRT	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
HCRTR1	0	7927	9	21188	1.2555e-01	0.0000e+00	0.0000e+00	1.3545e+00
HCRTR2	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
HCST	5	7922	4	21193	6.8267e-02	3.3437e+00	7.1951e-01	1.6853e+01
HDAC1	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
HDAC10	4	7923	21	21176	2.6407e-01	5.0909e-01	1.2701e-01	1.5095e+00
HDAC11	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
HDAC1P2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
HDAC2-AS2	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
HDAC3	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
HDAC4	2	7925	1	21196	1.8191e-01	5.3488e+00	2.7841e-01	3.1496e+02
HDAC5	2	7925	6	21191	1.0000e+00	8.9132e-01	8.7956e-02	4.9859e+00
HDAC6	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
HDAC7	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
HDAC9	2	7925	1	21196	1.8191e-01	5.3488e+00	2.7841e-01	3.1496e+02
HDC	1	7926	7	21190	6.9163e-01	3.8197e-01	8.4770e-03	2.9736e+00
HDDC2	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
HDDC3	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
HDGF	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
HDGFL1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
HDGFL2	2	7925	6	21191	1.0000e+00	8.9132e-01	8.7956e-02	4.9859e+00
HDHD2	6	7921	9	21188	2.5759e-01	1.7832e+00	5.2213e-01	5.6110e+00
HDHD3	3	7924	11	21186	7.7080e-01	7.2920e-01	1.3060e-01	2.7613e+00
