gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	fisher.p_value	fisher.odds_ratio	fisher.ci_95_lower	fisher.ci_95_upper
DCP2	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
DCPS	2	7925	10	21187	5.3179e-01	5.3468e-01	5.6955e-02	2.5099e+00
DCST1	5	7922	11	21186	7.7925e-01	1.2156e+00	3.3100e-01	3.7968e+00
DCST2	3	7924	6	21191	7.1144e-01	1.3371e+00	2.1633e-01	6.2630e+00
DCSTAMP	0	7927	9	21188	1.2555e-01	0.0000e+00	0.0000e+00	1.3545e+00
DCT	5	7922	10	21187	5.6980e-01	1.3372e+00	3.5852e-01	4.2955e+00
DCTD	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
DCTN1	3	7924	7	21190	7.3748e-01	1.1460e+00	1.9119e-01	5.0216e+00
DCTN1-AS1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DCTN2	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
DCTN4	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DCTN5	4	7923	2	21195	5.0520e-02	5.3499e+00	7.6657e-01	5.9178e+01
DCTN6	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DCTPP1	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
DCUN1D2	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
DCUN1D3	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DCUN1D4	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
DCUN1D5	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DCXR	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
DDAH1	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
DDAH2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DDB2	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
DDC	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
DDC-AS1	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
DDHD1	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
DDHD2	4	7923	10	21187	1.0000e+00	1.0696e+00	2.4480e-01	3.7097e+00
DDI1	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
DDIAS	5	7922	10	21187	5.6980e-01	1.3372e+00	3.5852e-01	4.2955e+00
DDIT3	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
DDIT4	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
DDIT4L	4	7923	5	21192	2.6678e-01	2.1398e+00	4.2447e-01	9.9453e+00
DDN	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
DDO	2	7925	1	21196	1.8191e-01	5.3488e+00	2.7841e-01	3.1496e+02
DDOST	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DDR1	4	7923	8	21189	7.4573e-01	1.3372e+00	2.9458e-01	4.9929e+00
DDR2	3	7924	7	21190	7.3748e-01	1.1460e+00	1.9119e-01	5.0216e+00
DDRGK1	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
DDX1	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
DDX10	0	7927	7	21190	2.0099e-01	0.0000e+00	0.0000e+00	1.8552e+00
DDX11	5	7922	13	21184	1.0000e+00	1.0285e+00	2.8699e-01	3.0753e+00
DDX17	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
DDX18	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
DDX19B	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
DDX20	6	7921	7	21190	1.2956e-01	2.2930e+00	6.3641e-01	7.9706e+00
DDX21	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DDX23	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
DDX24	2	7925	1	21196	1.8191e-01	5.3488e+00	2.7841e-01	3.1496e+02
DDX25	2	7925	6	21191	1.0000e+00	8.9132e-01	8.7956e-02	4.9859e+00
DDX27	3	7924	4	21193	3.9903e-01	2.0059e+00	2.9378e-01	1.1860e+01
DDX28	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
DDX31	7	7920	12	21185	4.3797e-01	1.5603e+00	5.2027e-01	4.3003e+00
DDX39A	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
DDX3Y	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DDX4	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
DDX41	3	7924	5	21192	4.5607e-01	1.6046e+00	2.4912e-01	8.2498e+00
DDX42	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DDX43	4	7923	6	21191	4.7567e-01	1.7830e+00	3.6998e-01	7.5212e+00
DDX46	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
DDX47	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
DDX49	5	7922	11	21186	7.7925e-01	1.2156e+00	3.3100e-01	3.7968e+00
DDX5	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
DDX50	1	7926	7	21190	6.9163e-01	3.8197e-01	8.4770e-03	2.9736e+00
DDX51	3	7924	7	21190	7.3748e-01	1.1460e+00	1.9119e-01	5.0216e+00
DDX52	0	7927	11	21186	4.2741e-02	0.0000e+00	0.0000e+00	1.0652e+00
DDX53	2	7925	1	21196	1.8191e-01	5.3488e+00	2.7841e-01	3.1496e+02
DDX54	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
DDX55	2	7925	8	21189	1.0000e+00	6.6846e-01	6.9135e-02	3.3505e+00
DDX56	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
DDX58	3	7924	6	21191	7.1144e-01	1.3371e+00	2.1633e-01	6.2630e+00
DDX59	3	7924	6	21191	7.1144e-01	1.3371e+00	2.1633e-01	6.2630e+00
DDX60	4	7923	20	21177	3.5815e-01	5.3456e-01	1.3280e-01	1.5966e+00
DDX60L	12	7915	16	21181	8.6237e-02	2.0071e+00	8.6619e-01	4.5237e+00
DEAF1	0	7927	8	21189	1.1765e-01	0.0000e+00	0.0000e+00	1.5664e+00
DECR1	3	7924	6	21191	7.1144e-01	1.3371e+00	2.1633e-01	6.2630e+00
DECR2	3	7924	7	21190	7.3748e-01	1.1460e+00	1.9119e-01	5.0216e+00
DEDD	2	7925	1	21196	1.8191e-01	5.3488e+00	2.7841e-01	3.1496e+02
DEDD2	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DEF6	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
DEF8	1	7926	11	21186	1.9986e-01	2.4300e-01	5.6485e-03	1.6724e+00
DEFA4	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
DEFA5	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
DEFA6	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
DEFB1	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
DEFB107B	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
DEFB110	2	7925	0	21197	7.4076e-02	Infinity	5.0223e-01	Infinity
DEFB112	0	7927	6	21191	1.9913e-01	0.0000e+00	0.0000e+00	2.2710e+00
DEFB113	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DEFB114	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
DEFB115	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DEFB119	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
DEFB121	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
DEFB123	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
DEFB125	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
DEFB126	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
DEFB127	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DEFB129	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
DEFB131B	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
DEFB132	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
DEFB134	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DEFB135	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
DEFB136	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
DEGS1	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
DEGS2	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
DEK	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
DELE1	2	7925	8	21189	1.0000e+00	6.6846e-01	6.9135e-02	3.3505e+00
DENND1A	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
DENND1B	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
DENND1C	6	7921	6	21191	1.0074e-01	2.6752e+00	7.1495e-01	1.0010e+01
DENND2A	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
DENND2C	6	7921	11	21186	4.2514e-01	1.4589e+00	4.4285e-01	4.3048e+00
DENND2D	3	7924	4	21193	3.9903e-01	2.0059e+00	2.9378e-01	1.1860e+01
DENND3	3	7924	5	21192	4.5607e-01	1.6046e+00	2.4912e-01	8.2498e+00
DENND4A	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
DENND4B	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
DENND4C	3	7924	10	21187	1.0000e+00	8.0215e-01	1.4179e-01	3.1165e+00
DENND5A	1	7926	8	21189	4.5964e-01	3.3416e-01	7.5338e-03	2.4932e+00
DENND5B	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
DENND6A	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
DENND6A-AS1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DENND6B	4	7923	7	21190	5.0447e-01	1.5283e+00	3.2799e-01	6.0135e+00
DENR	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DEPDC1	3	7924	12	21185	7.7253e-01	6.6842e-01	1.2101e-01	2.4776e+00
DEPDC1B	0	7927	10	21187	7.1520e-02	0.0000e+00	0.0000e+00	1.1928e+00
DEPDC4	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
DEPDC5	4	7923	4	21193	2.2544e-01	2.6748e+00	4.9807e-01	1.4363e+01
DEPDC7	1	7926	7	21190	6.9163e-01	3.8197e-01	8.4770e-03	2.9736e+00
DEPP1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DEPTOR	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
DERA	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
DERL1	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
DERL2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DERL3	0	7927	6	21191	1.9913e-01	0.0000e+00	0.0000e+00	2.2710e+00
DES	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
DESI1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DESI2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DEUP1	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
DEXI	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DFFA	3	7924	1	21196	6.4178e-02	8.0236e+00	6.4417e-01	4.2027e+02
DFFB	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
DGAT1	2	7925	12	21185	3.7655e-01	4.4553e-01	4.8423e-02	2.0019e+00
DGAT2	5	7922	8	21189	3.5909e-01	1.6717e+00	4.3013e-01	5.7984e+00
DGAT2L6	2	7925	1	21196	1.8191e-01	5.3488e+00	2.7841e-01	3.1496e+02
DGCR2	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
DGCR6L	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
DGCR8	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DGKA	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DGKB	2	7925	1	21196	1.8191e-01	5.3488e+00	2.7841e-01	3.1496e+02
DGKD	4	7923	4	21193	2.2544e-01	2.6748e+00	4.9807e-01	1.4363e+01
DGKE	2	7925	6	21191	1.0000e+00	8.9132e-01	8.7956e-02	4.9859e+00
DGKG	2	7925	11	21186	5.3450e-01	4.8606e-01	5.2343e-02	2.2279e+00
DGKH	2	7925	9	21188	7.3798e-01	5.9411e-01	6.2454e-02	2.8714e+00
DGKI	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
DGKK	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
DGKQ	3	7924	11	21186	7.7080e-01	7.2920e-01	1.3060e-01	2.7613e+00
DGKZ	4	7923	7	21190	5.0447e-01	1.5283e+00	3.2799e-01	6.0135e+00
DGLUCY	1	7926	10	21187	3.0851e-01	2.6731e-01	6.1625e-03	1.8796e+00
DGUOK	3	7924	4	21193	3.9903e-01	2.0059e+00	2.9378e-01	1.1860e+01
DHCR24	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
DHCR7	4	7923	4	21193	2.2544e-01	2.6748e+00	4.9807e-01	1.4363e+01
DHDDS	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
DHDH	3	7924	9	21188	1.0000e+00	8.9131e-01	1.5515e-01	3.5728e+00
DHFR	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
DHFR2	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
DHH	2	7925	1	21196	1.8191e-01	5.3488e+00	2.7841e-01	3.1496e+02
DHODH	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
DHPS	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
DHRS1	1	7926	12	21185	2.0770e-01	2.2274e-01	5.2136e-03	1.5059e+00
DHRS11	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
DHRS12	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
DHRS13	4	7923	3	21194	9.2831e-02	3.5665e+00	6.0322e-01	2.4352e+01
DHRS2	4	7923	9	21188	7.5943e-01	1.1885e+00	2.6738e-01	4.2597e+00
DHRS3	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DHRS4	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
DHRS4L2	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
DHRS7	5	7922	7	21190	3.2785e-01	1.9107e+00	4.7801e-01	6.9949e+00
DHRS7B	2	7925	8	21189	1.0000e+00	6.6846e-01	6.9135e-02	3.3505e+00
DHRS7C	4	7923	5	21192	2.6678e-01	2.1398e+00	4.2447e-01	9.9453e+00
DHRS9	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
DHRSX	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
DHTKD1	6	7921	19	21178	8.2522e-01	8.4432e-01	2.7587e-01	2.2000e+00
DHX16	4	7923	17	21180	4.7284e-01	6.2898e-01	1.5393e-01	1.9292e+00
DHX29	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
DHX30	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
DHX32	3	7924	7	21190	7.3748e-01	1.1460e+00	1.9119e-01	5.0216e+00
DHX33	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
DHX34	6	7921	25	21172	4.2071e-01	6.4147e-01	2.1517e-01	1.6027e+00
DHX35	3	7924	8	21189	1.0000e+00	1.0028e+00	1.7129e-01	4.1793e+00
DHX36	4	7923	3	21194	9.2831e-02	3.5665e+00	6.0322e-01	2.4352e+01
DHX37	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
DHX38	5	7922	7	21190	3.2785e-01	1.9107e+00	4.7801e-01	6.9949e+00
DHX40	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DHX57	3	7924	14	21183	5.8562e-01	5.7283e-01	1.0551e-01	2.0533e+00
DHX58	1	7926	10	21187	3.0851e-01	2.6731e-01	6.1625e-03	1.8796e+00
DHX8	3	7924	4	21193	3.9903e-01	2.0059e+00	2.9378e-01	1.1860e+01
DHX9	3	7924	4	21193	3.9903e-01	2.0059e+00	2.9378e-01	1.1860e+01
DIABLO	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
DIAPH1	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
DIAPH2	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
DIAPH2-AS1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DIAPH3	3	7924	10	21187	1.0000e+00	8.0215e-01	1.4179e-01	3.1165e+00
DIAPH3-AS2	2	7925	1	21196	1.8191e-01	5.3488e+00	2.7841e-01	3.1496e+02
DICER1	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
DIDO1	3	7924	2	21195	1.2826e-01	4.0119e+00	4.5949e-01	4.8037e+01
DIMT1	3	7924	5	21192	4.5607e-01	1.6046e+00	2.4912e-01	8.2498e+00
DIO1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DIO2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DIP2A	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
DIP2A-IT1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DIP2B	2	7925	7	21190	1.0000e+00	7.6397e-01	7.7418e-02	4.0135e+00
DIP2C	3	7924	1	21196	6.4178e-02	8.0236e+00	6.4417e-01	4.2027e+02
DIPK1A	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
DIPK1B	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
DIPK1C	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
DIPK2A	0	7927	4	21193	5.8023e-01	0.0000e+00	0.0000e+00	4.0505e+00
DIPK2B	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DIRAS3	2	7925	2	21195	2.9964e-01	2.6743e+00	1.9382e-01	3.6903e+01
DIRC2	5	7922	5	21192	1.4838e-01	2.6750e+00	6.1544e-01	1.1624e+01
DIS3	8	7919	13	21184	3.2462e-01	1.6462e+00	5.9123e-01	4.2866e+00
DIS3L	4	7923	15	21182	7.9664e-01	7.1296e-01	1.7221e-01	2.2388e+00
DIS3L2	2	7925	7	21190	1.0000e+00	7.6397e-01	7.7418e-02	4.0135e+00
DISC1	3	7924	6	21191	7.1144e-01	1.3371e+00	2.1633e-01	6.2630e+00
DISC1-IT1	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
DISP1	7	7920	9	21188	1.5971e-01	2.0808e+00	6.5828e-01	6.2812e+00
DISP2	7	7920	8	21189	1.4098e-01	2.3409e+00	7.2236e-01	7.3914e+00
DISP3	11	7916	10	21187	1.3860e-02	2.9440e+00	1.1346e+00	7.7366e+00
DIXDC1	0	7927	7	21190	2.0099e-01	0.0000e+00	0.0000e+00	1.8552e+00
DKK1	2	7925	0	21197	7.4076e-02	Infinity	5.0223e-01	Infinity
DKK2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DKK3	3	7924	1	21196	6.4178e-02	8.0236e+00	6.4417e-01	4.2027e+02
DKK4	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
DKKL1	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
DLAT	2	7925	5	21192	1.0000e+00	1.0696e+00	1.0182e-01	6.5351e+00
DLC1	1	7926	9	21188	3.0434e-01	2.9702e-01	6.7795e-03	2.1442e+00
DLD	3	7924	7	21190	7.3748e-01	1.1460e+00	1.9119e-01	5.0216e+00
DLEC1	11	7916	17	21180	1.9988e-01	1.7312e+00	7.3263e-01	3.9204e+00
DLEU2	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DLEU7	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
DLEU7-AS1	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
DLG1	3	7924	0	21197	2.0158e-02	Infinity	1.1051e+00	Infinity
DLG2	2	7925	4	21193	6.6646e-01	1.3371e+00	1.2090e-01	9.3321e+00
DLG3	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
DLG4	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
DLG5	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
DLGAP1	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
DLGAP1-AS1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DLGAP1-AS3	1	7926	3	21194	1.0000e+00	8.9133e-01	1.6981e-02	1.1103e+01
DLGAP1-AS4	2	7925	0	21197	7.4076e-02	Infinity	5.0223e-01	Infinity
DLGAP1-AS5	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DLGAP2	2	7925	0	21197	7.4076e-02	Infinity	5.0223e-01	Infinity
DLGAP4	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DLGAP4-AS1	0	7927	5	21192	3.3246e-01	0.0000e+00	0.0000e+00	2.9181e+00
DLGAP5	3	7924	10	21187	1.0000e+00	8.0215e-01	1.4179e-01	3.1165e+00
DLK1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DLK2	3	7924	1	21196	6.4178e-02	8.0236e+00	6.4417e-01	4.2027e+02
DLL1	3	7924	1	21196	6.4178e-02	8.0236e+00	6.4417e-01	4.2027e+02
DLL3	0	7927	8	21189	1.1765e-01	0.0000e+00	0.0000e+00	1.5664e+00
DLL4	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DLST	4	7923	0	21197	5.4852e-03	Infinity	1.7656e+00	Infinity
DLX2	2	7925	1	21196	1.8191e-01	5.3488e+00	2.7841e-01	3.1496e+02
DLX3	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DLX4	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DLX5	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DMAC1	1	7926	1	21196	4.7029e-01	2.6741e+00	3.4064e-02	2.0958e+02
DMAC2	2	7925	3	21194	6.1810e-01	1.7828e+00	1.4887e-01	1.5561e+01
DMAC2L	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
DMAP1	3	7924	2	21195	1.2826e-01	4.0119e+00	4.5949e-01	4.8037e+01
DMBT1	10	7917	17	21180	2.7928e-01	1.5737e+00	6.4365e-01	3.6408e+00
DMC1	3	7924	2	21195	1.2826e-01	4.0119e+00	4.5949e-01	4.8037e+01
DMD	3	7924	5	21192	4.5607e-01	1.6046e+00	2.4912e-01	8.2498e+00
DMGDH	2	7925	17	21180	1.2455e-01	3.1441e-01	3.5228e-02	1.3251e+00
DMKN	1	7926	2	21195	1.0000e+00	1.3370e+00	2.2660e-02	2.5687e+01
DMP1	2	7925	0	21197	7.4076e-02	Infinity	5.0223e-01	Infinity
DMPK	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DMRT1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DMRT2	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
DMRT3	3	7924	7	21190	7.3748e-01	1.1460e+00	1.9119e-01	5.0216e+00
DMRTA1	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DMRTA2	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DMRTB1	0	7927	1	21196	1.0000e+00	0.0000e+00	0.0000e+00	1.0412e+02
DMRTC2	1	7926	0	21197	2.7218e-01	Infinity	6.8565e-02	Infinity
DMTF1	1	7926	5	21192	1.0000e+00	5.3474e-01	1.1309e-02	4.7801e+00
DMTN	0	7927	2	21195	1.0000e+00	0.0000e+00	0.0000e+00	1.4240e+01
DMWD	0	7927	3	21194	5.6744e-01	0.0000e+00	0.0000e+00	6.4723e+00
DMXL1	1	7926	6	21191	6.8224e-01	4.4560e-01	9.6901e-03	3.6741e+00
DMXL2	3	7924	5	21192	4.5607e-01	1.6046e+00	2.4912e-01	8.2498e+00
DNA2	4	7923	5	21192	2.6678e-01	2.1398e+00	4.2447e-01	9.9453e+00
DNAAF1	5	7922	13	21184	1.0000e+00	1.0285e+00	2.8699e-01	3.0753e+00
DNAAF2	11	7916	10	21187	1.3860e-02	2.9440e+00	1.1346e+00	7.7366e+00
DNAAF3	6	7921	12	21185	5.9753e-01	1.3373e+00	4.1164e-01	3.8515e+00
DNAAF4	1	7926	4	21193	1.0000e+00	6.6850e-01	1.3576e-02	6.7571e+00
DNAAF5	2	7925	7	21190	1.0000e+00	7.6397e-01	7.7418e-02	4.0135e+00
DNAH1	14	7913	50	21147	3.9966e-01	7.4830e-01	3.8180e-01	1.3757e+00
