gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	RES.test_statistic	RES.p_value	OR
HOXD13	[3,0,0,2]	[4553,204,801,2054]	[10,0,0,8]	[7067,2075,3439,7251]	6.7217e-01	4.1229e-01	5.9517e-01
HP	[4,0,0,1]	[4552,204,801,2055]	[8,0,3,7]	[7069,2075,3436,7252]	5.0049e-01	4.7928e-01	6.1228e-01
HP1BP3	[8,1,1,1]	[4548,203,800,2055]	[9,5,2,8]	[7068,2070,3437,7251]	8.6425e-02	7.6877e-01	1.2050e+00
HPCA	[1,0,0,1]	[4555,204,801,2055]	[3,1,1,2]	[7074,2074,3438,7257]	3.0127e-05	9.9562e-01	7.3227e-01
HPCAL1	[0,0,0,2]	[4556,204,801,2054]	[7,1,1,4]	[7070,2074,3438,7255]	1.1596e+00	2.8155e-01	3.9921e-01
HPCAL4	[0,0,1,0]	[4556,204,800,2056]	[0,2,0,2]	[7077,2073,3439,7257]	1.4500e-01	7.0336e-01	1.3072e+00
HPD	[5,0,0,1]	[4551,204,801,2055]	[3,1,0,3]	[7074,2074,3439,7256]	7.2713e-01	3.9381e-01	1.9841e+00
HPDL	[4,0,0,4]	[4552,204,801,2052]	[10,1,2,9]	[7067,2074,3437,7250]	1.7171e-02	8.9574e-01	8.7117e-01
HPF1	[2,1,0,1]	[4554,203,801,2055]	[6,0,1,4]	[7071,2075,3438,7255]	7.6830e-05	9.9301e-01	8.4937e-01
HPGD	[2,0,0,1]	[4554,204,801,2055]	[2,1,0,2]	[7075,2074,3439,7257]	2.1309e-02	8.8394e-01	1.5190e+00
HPGDS	[1,0,0,1]	[4555,204,801,2055]	[1,0,1,3]	[7076,2075,3438,7256]	9.5699e-02	7.5705e-01	1.1167e+00
HPN	[8,0,1,1]	[4548,204,800,2055]	[3,2,1,10]	[7074,2073,3438,7249]	9.7862e-01	3.2254e-01	1.7225e+00
HPR	[2,0,0,3]	[4554,204,801,2053]	[6,1,1,6]	[7071,2074,3438,7253]	2.8191e-03	9.5766e-01	8.9922e-01
HPRT1	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	3.9172e-01	5.3140e-01	0.0000e+00
HPS1	[11,0,0,3]	[4545,204,801,2053]	[11,5,1,10]	[7066,2070,3438,7249]	2.3661e-01	6.2667e-01	1.2631e+00
HPS3	[6,0,0,1]	[4550,204,801,2055]	[12,6,1,12]	[7065,2069,3438,7247]	1.3820e+00	2.3976e-01	5.4816e-01
HPS4	[5,0,0,4]	[4551,204,801,2052]	[14,2,1,11]	[7063,2073,3438,7248]	3.5405e-01	5.5183e-01	7.4360e-01
HPS5	[6,0,0,3]	[4550,204,801,2053]	[12,6,2,7]	[7065,2069,3437,7252]	6.6398e-02	7.9665e-01	8.3615e-01
HPS6	[9,0,1,4]	[4547,204,800,2052]	[16,2,3,14]	[7061,2073,3436,7245]	4.0265e-03	9.4940e-01	9.3070e-01
HPSE	[1,1,0,1]	[4555,203,801,2055]	[9,2,0,7]	[7068,2073,3439,7252]	1.5015e+00	2.2044e-01	4.3758e-01
HPSE2	[4,0,0,3]	[4552,204,801,2053]	[9,6,1,6]	[7068,2069,3438,7253]	1.7478e-02	8.9482e-01	8.5569e-01
HPX	[5,1,0,2]	[4551,203,801,2054]	[7,0,1,8]	[7070,2075,3438,7251]	2.0585e-02	8.8592e-01	1.1736e+00
HR	[21,1,0,2]	[4535,203,801,2054]	[20,9,1,16]	[7057,2066,3438,7243]	4.1268e-01	5.2061e-01	1.2343e+00
HRASLS	[3,0,0,2]	[4553,204,801,2054]	[4,1,0,10]	[7073,2074,3439,7249]	1.0863e-04	9.9168e-01	8.7574e-01
HRASLS2	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,2]	[7074,2075,3439,7257]	1.9902e-01	6.5551e-01	3.7627e-01
HRASLS5	[3,0,0,0]	[4553,204,801,2056]	[3,0,0,0]	[7074,2075,3439,7259]	1.5774e-02	9.0005e-01	1.5537e+00
HRC	[1,0,1,4]	[4555,204,800,2052]	[4,4,0,4]	[7073,2071,3439,7255]	4.9614e-01	4.8120e-01	1.6163e+00
HRCT1	[2,0,0,0]	[4554,204,801,2056]	[2,0,0,5]	[7075,2075,3439,7254]	1.5978e-02	8.9941e-01	6.4476e-01
HRG	[3,1,0,1]	[4553,203,801,2055]	[4,1,0,5]	[7073,2074,3439,7254]	2.2752e-02	8.8010e-01	1.2738e+00
HRH1	[6,0,0,2]	[4550,204,801,2054]	[8,1,0,13]	[7069,2074,3439,7246]	2.4532e-02	8.7554e-01	8.5484e-01
HRH2	[3,0,2,3]	[4553,204,799,2053]	[8,1,2,6]	[7069,2074,3437,7253]	2.6710e-02	8.7018e-01	1.1749e+00
HRH3	[6,0,0,3]	[4550,204,801,2053]	[7,5,3,10]	[7070,2070,3436,7249]	3.6435e-02	8.4862e-01	1.0042e+00
HRH4	[3,0,1,1]	[4553,204,800,2055]	[7,0,0,4]	[7070,2075,3439,7255]	2.4961e-02	8.7447e-01	9.4231e-01
HRK	[2,0,0,0]	[4554,204,801,2056]	[1,1,0,5]	[7076,2074,3439,7254]	1.0516e-02	9.1832e-01	7.6774e-01
HRNR	[16,1,1,9]	[4540,203,800,2047]	[26,12,2,38]	[7051,2063,3437,7221]	5.6808e-02	8.1161e-01	9.2212e-01
HS1BP3	[2,0,0,3]	[4554,204,801,2053]	[6,1,2,4]	[7071,2074,3437,7255]	3.5940e-02	8.4964e-01	9.6064e-01
HS2ST1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
HS3ST1	[6,0,0,1]	[4550,204,801,2055]	[5,3,1,5]	[7072,2072,3438,7254]	4.1560e-02	8.3846e-01	1.2588e+00
HS3ST2	[0,0,0,2]	[4556,204,801,2054]	[0,2,1,5]	[7077,2073,3438,7254]	1.1225e-01	7.3760e-01	1.0592e+00
HS3ST3A1	[7,2,0,0]	[4549,202,801,2056]	[5,1,1,8]	[7072,2074,3438,7251]	5.3730e-01	4.6355e-01	1.5195e+00
HS3ST3B1	[2,0,0,2]	[4554,204,801,2054]	[2,0,0,1]	[7075,2075,3439,7258]	1.1004e+00	2.9418e-01	2.7652e+00
HS3ST4	[3,0,0,0]	[4553,204,801,2056]	[10,4,0,11]	[7067,2071,3439,7248]	3.6087e+00	5.7479e-02	2.7202e-01
HS3ST6	[3,0,0,6]	[4553,204,801,2050]	[11,2,1,6]	[7066,2073,3438,7253]	2.8776e-08	9.9986e-01	1.0835e+00
HS6ST1	[4,0,0,4]	[4552,204,801,2052]	[7,4,0,7]	[7070,2071,3439,7252]	3.4089e-02	8.5352e-01	1.1953e+00
HS6ST2	[3,1,1,1]	[4553,203,800,2055]	[2,5,0,8]	[7075,2070,3439,7251]	2.0355e-01	6.5187e-01	1.4441e+00
HS6ST3	[6,0,0,1]	[4550,204,801,2055]	[7,4,0,5]	[7070,2071,3439,7254]	1.6835e-02	8.9676e-01	1.0539e+00
HSBP1L1	[3,0,0,0]	[4553,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	1.3755e+00	2.4087e-01	8.2687e+00
HSCB	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,1]	[7077,2074,3439,7258]	1.4206e-01	7.0624e-01	0.0000e+00
HSD11B1	[3,0,0,1]	[4553,204,801,2055]	[1,1,0,3]	[7076,2074,3439,7256]	5.3632e-01	4.6396e-01	2.2785e+00
HSD11B1L	[6,0,0,4]	[4550,204,801,2052]	[2,0,1,2]	[7075,2075,3438,7257]	7.6248e+00	5.7572e-03	4.7922e+00
HSD17B11	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,6]	[7074,2075,3439,7253]	9.7497e-01	3.2344e-01	2.4334e-01
HSD17B12	[1,0,0,1]	[4555,204,801,2055]	[3,0,0,3]	[7074,2075,3439,7256]	1.5573e-03	9.6852e-01	7.5527e-01
HSD17B13	[1,1,0,0]	[4555,203,801,2056]	[1,1,0,2]	[7076,2074,3439,7257]	9.4200e-03	9.2268e-01	1.6466e+00
HSD17B14	[1,1,0,0]	[4555,203,801,2056]	[3,0,0,5]	[7074,2075,3439,7254]	3.5607e-02	8.5033e-01	6.6655e-01
HSD17B2	[2,1,0,1]	[4554,203,801,2055]	[2,0,0,5]	[7075,2075,3439,7254]	1.3069e-01	7.1772e-01	1.5406e+00
HSD17B4	[10,0,0,5]	[4546,204,801,2051]	[9,4,1,5]	[7068,2071,3438,7254]	2.7586e+00	9.6734e-02	1.9302e+00
HSD17B6	[1,0,0,1]	[4555,204,801,2055]	[1,0,0,6]	[7076,2075,3439,7253]	1.7546e-02	8.9462e-01	8.0858e-01
HSD17B7	[0,1,0,2]	[4556,203,801,2054]	[3,3,0,4]	[7074,2072,3439,7255]	6.1623e-02	8.0395e-01	1.0614e+00
HSD17B8	[3,1,0,1]	[4553,203,801,2055]	[3,2,1,3]	[7074,2073,3438,7256]	2.6083e-01	6.0955e-01	1.5945e+00
HSD3B1	[4,1,0,2]	[4552,203,801,2054]	[8,0,2,9]	[7069,2075,3437,7250]	1.7574e-03	9.6656e-01	8.9168e-01
HSD3B2	[4,1,2,2]	[4552,203,799,2054]	[4,1,0,4]	[7073,2074,3439,7255]	3.5675e+00	5.8920e-02	2.5715e+00
HSDL1	[2,0,0,1]	[4554,204,801,2055]	[8,2,1,5]	[7069,2073,3438,7254]	1.1926e+00	2.7480e-01	4.3323e-01
HSDL2	[2,0,0,0]	[4554,204,801,2056]	[5,1,1,7]	[7072,2074,3438,7252]	1.3733e+00	2.4124e-01	3.2158e-01
HSF1	[2,0,0,0]	[4554,204,801,2056]	[4,0,0,3]	[7073,2075,3439,7256]	1.3480e-01	7.1350e-01	5.4578e-01
HSF2	[6,0,0,2]	[4550,204,801,2054]	[11,2,0,6]	[7066,2073,3439,7253]	1.8906e-03	9.6532e-01	8.9616e-01
HSF2BP	[2,1,0,0]	[4554,203,801,2056]	[10,0,0,4]	[7067,2075,3439,7255]	1.3013e+00	2.5398e-01	4.4303e-01
HSF5	[4,0,0,1]	[4552,204,801,2055]	[12,5,1,9]	[7065,2070,3438,7250]	2.1414e+00	1.4337e-01	4.3834e-01
HSH2D	[0,0,0,1]	[4556,204,801,2055]	[1,3,1,2]	[7076,2072,3438,7257]	1.1002e-04	9.9163e-01	6.0378e-01
HSP90AA1	[11,0,0,1]	[4545,204,801,2055]	[13,6,1,26]	[7064,2069,3438,7233]	1.1705e+00	2.7929e-01	6.4605e-01
HSP90AB1	[7,1,0,5]	[4549,203,801,2051]	[12,3,1,16]	[7065,2072,3438,7243]	1.7676e-03	9.6646e-01	1.0434e+00
HSP90B1	[6,0,0,2]	[4550,204,801,2054]	[9,4,2,11]	[7068,2071,3437,7248]	1.4922e-01	6.9928e-01	7.7851e-01
HSPA12A	[3,1,0,1]	[4553,203,801,2055]	[4,3,1,5]	[7073,2072,3438,7254]	4.0043e-03	9.4954e-01	1.1239e+00
HSPA12B	[1,0,0,3]	[4555,204,801,2053]	[2,0,2,8]	[7075,2075,3437,7251]	7.9370e-02	7.7815e-01	1.0066e+00
HSPA13	[4,1,0,0]	[4552,203,801,2056]	[6,3,2,5]	[7071,2072,3437,7254]	1.6914e-02	8.9652e-01	8.1547e-01
HSPA14	[1,0,0,1]	[4555,204,801,2055]	[7,0,1,6]	[7070,2075,3438,7253]	1.7180e+00	1.8995e-01	3.2594e-01
HSPA1A	[1,0,0,2]	[4555,204,801,2054]	[3,1,1,4]	[7074,2074,3438,7255]	4.9279e-02	8.2432e-01	9.2749e-01
HSPA1L	[1,0,0,0]	[4555,204,801,2056]	[2,1,0,2]	[7075,2074,3439,7257]	3.7179e-02	8.4710e-01	4.6282e-01
HSPA4	[3,0,0,1]	[4553,204,801,2055]	[7,5,1,7]	[7070,2070,3438,7252]	7.6640e-01	3.8133e-01	5.2877e-01
HSPA4L	[2,0,0,2]	[4554,204,801,2054]	[8,5,2,14]	[7069,2070,3437,7245]	2.4374e+00	1.1847e-01	3.9336e-01
HSPA8	[7,1,0,6]	[4549,203,801,2050]	[10,4,1,16]	[7067,2071,3438,7243]	2.1739e-01	6.4104e-01	1.2319e+00
HSPA9	[4,0,1,4]	[4552,204,800,2052]	[6,3,0,7]	[7071,2072,3439,7252]	6.1776e-01	4.3188e-01	1.5286e+00
HSPB1	[1,0,0,2]	[4555,204,801,2054]	[3,0,0,9]	[7074,2075,3439,7250]	8.6014e-02	7.6931e-01	6.8521e-01
HSPB11	[1,0,1,0]	[4555,204,800,2056]	[1,1,0,2]	[7076,2074,3439,7257]	9.4365e-06	9.9755e-01	1.5386e+00
HSPB3	[0,0,0,0]	[4556,204,801,2056]	[1,3,1,2]	[7076,2072,3438,7257]	6.3787e-01	4.2448e-01	0.0000e+00
HSPB7	[0,0,1,0]	[4556,204,800,2056]	[1,0,0,2]	[7076,2075,3439,7257]	3.1067e-01	5.7727e-01	9.7359e-01
HSPBAP1	[5,1,0,2]	[4551,203,801,2054]	[3,0,0,7]	[7074,2075,3439,7252]	1.4854e+00	2.2293e-01	2.0271e+00
HSPBP1	[0,0,0,1]	[4556,204,801,2055]	[4,2,0,7]	[7073,2073,3439,7252]	1.6243e+00	2.0250e-01	2.3664e-01
HSPD1	[7,0,1,1]	[4549,204,800,2055]	[5,2,1,6]	[7072,2073,3438,7253]	6.3690e-01	4.2484e-01	1.6029e+00
HSPE1-MOB4	[2,0,0,2]	[4554,204,801,2054]	[0,0,0,0]	[7077,2075,3439,7259]	6.3098e+00	1.2007e-02	Infinity
HSPG2	[57,0,0,25]	[4499,204,801,2031]	[84,29,10,92]	[6993,2046,3429,7167]	1.6139e-01	6.8788e-01	9.3809e-01
HSPH1	[5,1,0,5]	[4551,203,801,2051]	[8,5,1,11]	[7069,2070,3438,7248]	2.0440e-01	6.5120e-01	1.2669e+00
HTATIP2	[0,0,0,2]	[4556,204,801,2054]	[2,2,0,12]	[7075,2073,3439,7247]	7.9167e-01	3.7360e-01	4.3122e-01
HTATSF1	[4,0,0,2]	[4552,204,801,2054]	[6,3,0,5]	[7071,2072,3439,7254]	1.3820e-02	9.0642e-01	1.0726e+00
HTD2	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	3.9172e-01	5.3140e-01	0.0000e+00
HTN1	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.6843e-01	6.8151e-01	1.5535e+00
HTN3	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
HTR1B	[6,0,0,1]	[4550,204,801,2055]	[3,1,3,10]	[7074,2074,3436,7249]	2.5962e-03	9.5936e-01	1.0969e+00
HTR1D	[4,0,0,1]	[4552,204,801,2055]	[8,3,0,4]	[7069,2072,3439,7255]	8.2577e-02	7.7383e-01	7.4964e-01
HTR1E	[5,0,0,1]	[4551,204,801,2055]	[8,2,1,2]	[7069,2073,3438,7257]	3.6493e-02	8.4850e-01	9.6916e-01
HTR1F	[0,0,0,4]	[4556,204,801,2052]	[4,1,0,3]	[7073,2074,3439,7256]	3.9922e-02	8.4163e-01	1.3448e+00
HTR2A	[1,0,0,2]	[4555,204,801,2054]	[7,6,0,6]	[7070,2069,3439,7253]	9.9475e-01	3.1858e-01	4.7055e-01
HTR2B	[1,2,0,2]	[4555,202,801,2054]	[7,4,1,6]	[7070,2071,3438,7253]	3.9787e-03	9.4971e-01	8.6437e-01
HTR2C	[1,0,0,1]	[4555,204,801,2055]	[6,2,4,4]	[7071,2073,3435,7255]	1.5740e+00	2.0962e-01	3.3282e-01
HTR3A	[2,0,0,4]	[4554,204,801,2052]	[5,4,1,11]	[7072,2071,3438,7248]	2.0869e-03	9.6356e-01	8.7838e-01
HTR3B	[6,0,0,2]	[4550,204,801,2054]	[5,2,1,9]	[7072,2073,3438,7250]	3.2512e-02	8.5691e-01	1.2080e+00
HTR3C	[2,0,0,0]	[4554,204,801,2056]	[8,3,0,10]	[7069,2072,3439,7249]	3.4878e+00	6.1821e-02	2.1673e-01
HTR3D	[3,1,0,0]	[4553,203,801,2056]	[5,1,0,4]	[7072,2074,3439,7255]	3.3745e-02	8.5425e-01	9.3340e-01
HTR3E	[3,0,0,0]	[4553,204,801,2056]	[9,3,0,8]	[7068,2072,3439,7251]	2.3368e+00	1.2635e-01	3.2802e-01
HTR4	[2,0,0,3]	[4554,204,801,2053]	[7,3,1,6]	[7070,2072,3438,7253]	5.3756e-02	8.1665e-01	7.8569e-01
HTR5A	[0,0,0,0]	[4556,204,801,2056]	[2,1,1,2]	[7075,2074,3438,7257]	9.5370e-01	3.2878e-01	0.0000e+00
HTR6	[5,0,0,2]	[4551,204,801,2054]	[8,3,1,11]	[7069,2072,3438,7248]	1.4726e-01	7.0116e-01	7.6414e-01
HTR7	[3,0,0,3]	[4553,204,801,2053]	[9,2,4,4]	[7068,2073,3435,7255]	9.5482e-02	7.5732e-01	7.7908e-01
HTRA1	[3,0,0,6]	[4553,204,801,2050]	[5,1,0,13]	[7072,2074,3439,7246]	2.2376e-01	6.3619e-01	1.3227e+00
HTRA3	[1,0,0,2]	[4555,204,801,2054]	[10,3,1,10]	[7067,2072,3438,7249]	3.0173e+00	8.2382e-02	3.2896e-01
HTRA4	[1,0,0,1]	[4555,204,801,2055]	[2,3,0,1]	[7075,2072,3439,7258]	1.1371e-01	7.3596e-01	1.0905e+00
HTT	[24,3,1,15]	[4532,201,800,2041]	[57,17,2,61]	[7020,2058,3437,7198]	1.5813e+00	2.0858e-01	7.9025e-01
HUNK	[6,0,0,3]	[4550,204,801,2053]	[11,5,0,13]	[7066,2070,3439,7246]	1.7958e-01	6.7173e-01	7.8503e-01
HUS1	[2,0,0,0]	[4554,204,801,2056]	[2,0,0,3]	[7075,2075,3439,7256]	5.0102e-02	8.2289e-01	8.4172e-01
HUWE1	[22,2,0,7]	[4534,202,801,2049]	[37,12,6,47]	[7040,2063,3433,7212]	1.3831e+00	2.3957e-01	7.6212e-01
HVCN1	[5,0,0,0]	[4551,204,801,2056]	[2,1,2,0]	[7075,2074,3437,7259]	8.1129e-01	3.6774e-01	2.4332e+00
HYAL1	[6,0,0,3]	[4550,204,801,2053]	[3,0,3,11]	[7074,2075,3436,7248]	3.4714e-01	5.5574e-01	1.4366e+00
HYAL2	[4,0,1,1]	[4552,204,800,2055]	[5,3,0,10]	[7072,2072,3439,7249]	1.8216e-03	9.6596e-01	9.0744e-01
HYAL3	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,4]	[7075,2075,3439,7255]	1.1681e+00	2.7980e-01	0.0000e+00
HYAL4	[1,0,0,3]	[4555,204,801,2053]	[5,2,0,5]	[7072,2073,3439,7254]	1.4214e-02	9.0510e-01	9.0903e-01
HYDIN	[29,0,0,7]	[4527,204,801,2049]	[30,15,3,48]	[7047,2060,3436,7211]	1.7169e-02	8.9575e-01	9.5212e-01
HYI	[4,1,0,2]	[4552,203,801,2054]	[4,0,1,6]	[7073,2075,3438,7253]	4.9776e-01	4.8049e-01	1.5923e+00
HYKK	[2,0,0,0]	[4554,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	1.2280e-02	9.1176e-01	1.9872e+00
HYOU1	[4,1,0,0]	[4552,203,801,2056]	[7,1,1,12]	[7070,2074,3438,7247]	6.6637e-01	4.1432e-01	5.8970e-01
IAH1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
IAPP	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
IARS	[13,1,0,4]	[4543,203,801,2052]	[11,5,1,13]	[7066,2070,3438,7246]	1.4159e+00	2.3408e-01	1.5289e+00
IARS2	[6,0,2,4]	[4550,204,799,2052]	[10,0,0,13]	[7067,2075,3439,7246]	1.7319e-01	6.7729e-01	1.2367e+00
IBA57	[3,1,0,1]	[4553,203,801,2055]	[7,1,2,10]	[7070,2074,3437,7249]	4.1421e-01	5.1984e-01	6.4875e-01
IBSP	[2,0,0,1]	[4554,204,801,2055]	[3,2,0,3]	[7074,2073,3439,7256]	1.1279e-01	7.3699e-01	9.9001e-01
IBTK	[10,0,2,3]	[4546,204,799,2053]	[17,6,2,12]	[7060,2069,3437,7247]	1.0275e-02	9.1926e-01	9.8256e-01
ICA1	[6,0,0,1]	[4550,204,801,2055]	[8,1,0,8]	[7069,2074,3439,7251]	7.0201e-04	9.7886e-01	8.8783e-01
ICA1L	[2,0,0,1]	[4554,204,801,2055]	[3,2,0,6]	[7074,2073,3439,7253]	1.2994e-02	9.0924e-01	7.4514e-01
ICAM2	[3,0,0,0]	[4553,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	6.5596e-03	9.3545e-01	1.4904e+00
ICAM5	[1,0,0,2]	[4555,204,801,2054]	[8,5,0,10]	[7069,2070,3439,7249]	2.1124e+00	1.4611e-01	3.7408e-01
ICE1	[13,1,1,7]	[4543,203,800,2049]	[29,6,0,35]	[7048,2069,3439,7224]	9.1017e-01	3.4007e-01	7.6814e-01
ICE2	[4,2,0,2]	[4552,202,801,2054]	[14,2,1,19]	[7063,2073,3438,7240]	1.6646e+00	1.9698e-01	5.7827e-01
ICK	[5,0,0,2]	[4551,204,801,2054]	[7,4,1,12]	[7070,2071,3438,7247]	1.2199e-01	7.2689e-01	7.7463e-01
ICMT	[4,1,1,2]	[4552,203,800,2054]	[0,1,1,6]	[7077,2074,3438,7253]	4.6613e+00	3.0850e-02	3.5680e+00
ICOS	[0,0,0,0]	[4556,204,801,2056]	[0,4,0,4]	[7077,2071,3439,7255]	5.4174e-01	4.6171e-01	0.0000e+00
ID1	[6,0,1,1]	[4550,204,800,2055]	[7,2,0,3]	[7070,2073,3439,7256]	3.2710e-01	5.6737e-01	1.4632e+00
ID2	[1,0,0,2]	[4555,204,801,2054]	[4,1,3,2]	[7073,2074,3436,7257]	2.8857e-06	9.9864e-01	8.1327e-01
ID3	[2,1,2,2]	[4554,203,799,2054]	[2,0,0,6]	[7075,2075,3439,7253]	2.6851e+00	1.0129e-01	2.5196e+00
ID4	[4,0,0,0]	[4552,204,801,2056]	[7,7,0,6]	[7070,2068,3439,7253]	7.3335e-01	3.9180e-01	5.1834e-01
IDE	[8,1,0,3]	[4548,203,801,2053]	[11,2,0,9]	[7066,2073,3439,7250]	1.9093e-01	6.6215e-01	1.2540e+00
IDH1	[2,0,0,1]	[4554,204,801,2055]	[3,0,0,7]	[7074,2075,3439,7252]	1.9551e-02	8.8880e-01	7.3371e-01
IDH2	[6,1,1,1]	[4550,203,800,2055]	[3,1,1,7]	[7074,2074,3438,7252]	1.7647e+00	1.8404e-01	2.0525e+00
IDH3A	[4,0,0,1]	[4552,204,801,2055]	[4,1,1,2]	[7073,2074,3438,7257]	6.8421e-02	7.9365e-01	1.4054e+00
IDH3B	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
IDH3G	[3,1,1,1]	[4553,203,800,2055]	[8,2,1,8]	[7069,2073,3438,7251]	4.1226e-02	8.3910e-01	8.2121e-01
IDI1	[2,0,1,3]	[4554,204,800,2053]	[6,1,1,5]	[7071,2074,3438,7254]	4.8771e-03	9.4432e-01	1.1700e+00
IDNK	[4,1,0,0]	[4552,203,801,2056]	[0,3,0,1]	[7077,2072,3439,7258]	3.8227e+00	5.0561e-02	6.8504e+00
IDO2	[1,0,0,0]	[4555,204,801,2056]	[2,2,0,2]	[7075,2073,3439,7257]	7.1434e-02	7.8926e-01	4.3331e-01
IDUA	[10,0,0,4]	[4546,204,801,2052]	[12,5,1,16]	[7065,2070,3438,7243]	3.0247e-03	9.5614e-01	1.0376e+00
IER5	[2,1,0,2]	[4554,203,801,2054]	[7,2,1,11]	[7070,2073,3438,7248]	3.8270e-01	5.3616e-01	6.6535e-01
IFFO1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,3]	[7077,2075,3439,7256]	5.0970e-02	8.2138e-01	0.0000e+00
IFFO2	[5,0,0,1]	[4551,204,801,2055]	[2,4,0,5]	[7075,2071,3439,7254]	3.8295e-01	5.3603e-01	1.7025e+00
IFI16	[1,0,0,2]	[4555,204,801,2054]	[7,4,0,9]	[7070,2071,3439,7250]	1.4203e+00	2.3336e-01	4.2577e-01
IFI27	[2,0,1,2]	[4554,204,800,2054]	[1,0,1,2]	[7076,2075,3438,7257]	2.4939e+00	1.1429e-01	3.5112e+00
IFI27L1	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.6843e-01	6.8151e-01	1.5535e+00
IFI27L2	[0,0,0,0]	[4556,204,801,2056]	[0,1,1,2]	[7077,2074,3438,7257]	8.3535e-02	7.7256e-01	0.0000e+00
IFI35	[3,0,0,0]	[4553,204,801,2056]	[2,2,0,6]	[7075,2073,3439,7253]	6.1936e-04	9.8015e-01	7.9810e-01
IFI44	[1,0,0,3]	[4555,204,801,2053]	[3,3,1,2]	[7074,2072,3438,7257]	6.2744e-02	8.0221e-01	1.4208e+00
IFI44L	[2,0,0,0]	[4554,204,801,2056]	[8,1,0,7]	[7069,2074,3439,7252]	2.5395e+00	1.1103e-01	2.5498e-01
IFIH1	[10,0,0,3]	[4546,204,801,2053]	[12,3,1,14]	[7065,2072,3438,7245]	1.2421e-02	9.1126e-01	1.0212e+00
IFIT1	[5,0,0,2]	[4551,204,801,2054]	[6,1,0,7]	[7071,2074,3439,7252]	3.1644e-03	9.5514e-01	1.1547e+00
IFIT1B	[0,1,0,0]	[4556,203,801,2056]	[6,0,0,3]	[7071,2075,3439,7256]	1.2658e+00	2.6056e-01	3.0228e-01
IFIT2	[3,1,0,1]	[4553,203,801,2055]	[1,1,0,10]	[7076,2074,3439,7249]	3.5463e-02	8.5063e-01	1.3076e+00
IFIT3	[2,0,0,3]	[4554,204,801,2053]	[5,2,1,8]	[7072,2073,3438,7251]	3.6046e-04	9.8485e-01	8.6857e-01
IFIT5	[2,0,0,4]	[4554,204,801,2052]	[1,1,1,8]	[7076,2074,3438,7251]	6.4910e-01	4.2043e-01	1.7804e+00
IFITM10	[1,0,0,0]	[4555,204,801,2056]	[2,1,0,1]	[7075,2074,3439,7258]	2.2730e-04	9.8797e-01	5.5626e-01
IFITM5	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,3]	[7074,2075,3439,7256]	3.6159e-01	5.4763e-01	3.3106e-01
IFNA1	[2,0,0,0]	[4554,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	1.2793e-02	9.0995e-01	1.4606e+00
IFNA10	[1,0,0,1]	[4555,204,801,2055]	[4,1,1,1]	[7073,2074,3438,7258]	1.7923e-02	8.9350e-01	6.7167e-01
IFNA13	[0,0,0,1]	[4556,204,801,2055]	[1,1,0,6]	[7076,2074,3439,7253]	1.8180e-01	6.6983e-01	4.3142e-01
IFNA14	[1,0,0,1]	[4555,204,801,2055]	[5,2,0,3]	[7072,2073,3439,7256]	3.6467e-01	5.4592e-01	4.9555e-01
IFNA16	[2,0,0,0]	[4554,204,801,2056]	[1,0,1,9]	[7076,2075,3438,7250]	2.9945e-01	5.8423e-01	4.7394e-01
IFNA17	[3,0,0,0]	[4553,204,801,2056]	[2,1,0,2]	[7075,2074,3439,7257]	7.2513e-05	9.9321e-01	1.3888e+00
IFNA2	[0,0,0,0]	[4556,204,801,2056]	[2,1,0,3]	[7075,2074,3439,7256]	9.9746e-01	3.1793e-01	0.0000e+00
IFNA21	[0,0,0,1]	[4556,204,801,2055]	[2,1,0,4]	[7075,2074,3439,7255]	1.6010e-01	6.8907e-01	4.4373e-01
