gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	fisher.p_value	fisher.odds_ratio	fisher.ci_95_lower	fisher.ci_95_upper
A1BG	2	7698	4	20850	6.6379e-01	1.3542e+00	1.2245e-01	9.4516e+00
A1CF	2	7698	14	20840	2.6418e-01	3.8672e-01	4.2653e-02	1.6845e+00
A2M	6	7694	15	20839	8.0983e-01	1.0834e+00	3.4426e-01	2.9562e+00
A2ML1	18	7682	52	20802	8.9322e-01	9.3735e-01	5.1570e-01	1.6302e+00
A3GALT2	5	7695	17	20837	8.1195e-01	7.9644e-01	2.2964e-01	2.2499e+00
A4GALT	1	7699	3	20851	1.0000e+00	9.0276e-01	1.7194e-02	1.1246e+01
A4GNT	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
AA06	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AAAS	5	7695	16	20838	1.0000e+00	8.4626e-01	2.4237e-01	2.4185e+00
AACS	11	7689	15	20839	1.1824e-01	1.9875e+00	8.2531e-01	4.6335e+00
AADAC	2	7698	12	20842	3.7751e-01	4.5124e-01	4.9043e-02	2.0276e+00
AADACL2	4	7696	8	20846	7.4492e-01	1.3543e+00	2.9834e-01	5.0570e+00
AADACL3	2	7698	5	20849	1.0000e+00	1.0834e+00	1.0312e-01	6.6190e+00
AADACL4	3	7697	9	20845	1.0000e+00	9.0274e-01	1.5714e-01	3.6187e+00
AADAT	3	7697	3	20851	3.5343e-01	2.7089e+00	3.6274e-01	2.0229e+01
AAGAB	4	7696	7	20847	5.0160e-01	1.5479e+00	3.3219e-01	6.0907e+00
AAMDC	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AAMP	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AAR2	0	7700	4	20850	5.7978e-01	0.0000e+00	0.0000e+00	4.1025e+00
AARD	4	7696	5	20849	2.6339e-01	2.1672e+00	4.2992e-01	1.0073e+01
AARS	5	7695	8	20846	3.5541e-01	1.6931e+00	4.3564e-01	5.8724e+00
AARS2	7	7693	22	20832	8.3652e-01	8.6162e-01	3.1075e-01	2.0894e+00
AARSD1	3	7697	10	20844	1.0000e+00	8.1243e-01	1.4361e-01	3.1566e+00
AASDH	15	7685	23	20831	9.8417e-02	1.7677e+00	8.5730e-01	3.5391e+00
AASDHPPT	5	7695	5	20849	1.4633e-01	2.7093e+00	6.2334e-01	1.1773e+01
AASS	3	7697	15	20839	4.3121e-01	5.4148e-01	1.0045e-01	1.9149e+00
AATF	7	7693	16	20838	6.4646e-01	1.1850e+00	4.1212e-01	3.0461e+00
AATK	6	7694	13	20841	6.1235e-01	1.2502e+00	3.8949e-01	3.5269e+00
ABAT	1	7699	5	20849	1.0000e+00	5.4159e-01	1.1453e-02	4.8414e+00
ABCA1	11	7689	12	20842	3.2834e-02	2.4847e+00	9.9291e-01	6.1538e+00
ABCA10	16	7684	48	20806	7.7977e-01	9.0257e-01	4.7811e-01	1.6188e+00
ABCA12	11	7689	15	20839	1.1824e-01	1.9875e+00	8.2531e-01	4.6335e+00
ABCA13	37	7663	112	20742	6.4352e-01	8.9421e-01	5.9869e-01	1.3086e+00
ABCA2	0	7700	5	20849	3.3307e-01	0.0000e+00	0.0000e+00	2.9556e+00
ABCA3	6	7694	7	20847	1.2615e-01	2.3224e+00	6.4458e-01	8.0730e+00
ABCA4	15	7685	30	20824	3.1836e-01	1.3548e+00	6.7705e-01	2.5999e+00
ABCA5	16	7684	41	20813	8.8135e-01	1.0570e+00	5.5337e-01	1.9263e+00
ABCA6	15	7685	38	20816	8.7691e-01	1.0692e+00	5.4607e-01	1.9909e+00
ABCA7	33	7667	90	20764	1.0000e+00	9.9302e-01	6.4474e-01	1.4963e+00
ABCA8	18	7682	53	20801	8.9352e-01	9.1962e-01	5.0661e-01	1.5967e+00
ABCA9	12	7688	45	20809	3.7133e-01	7.2181e-01	3.4734e-01	1.3883e+00
ABCB1	2	7698	5	20849	1.0000e+00	1.0834e+00	1.0312e-01	6.6190e+00
ABCB10	8	7692	19	20835	8.2827e-01	1.1405e+00	4.3173e-01	2.7297e+00
ABCB11	4	7696	7	20847	5.0160e-01	1.5479e+00	3.3219e-01	6.0907e+00
ABCB4	6	7694	16	20838	1.0000e+00	1.0156e+00	3.2539e-01	2.7336e+00
ABCB5	20	7680	30	20824	5.3834e-02	1.8075e+00	9.7234e-01	3.2922e+00
ABCB6	9	7691	28	20826	8.5357e-01	8.7038e-01	3.6117e-01	1.8983e+00
ABCB7	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
ABCB8	1	7699	18	20836	3.5877e-02	1.5036e-01	3.6120e-03	9.5260e-01
ABCB9	6	7694	7	20847	1.2615e-01	2.3224e+00	6.4458e-01	8.0730e+00
ABCC1	1	7699	21	20833	1.4679e-02	1.2886e-01	3.1193e-03	8.0149e-01
ABCC10	11	7689	29	20825	1.0000e+00	1.0273e+00	4.6282e-01	2.1197e+00
ABCC11	14	7686	38	20816	1.0000e+00	9.9780e-01	4.9911e-01	1.8853e+00
ABCC12	15	7685	30	20824	3.1836e-01	1.3548e+00	6.7705e-01	2.5999e+00
ABCC2	15	7685	40	20814	1.0000e+00	1.0156e+00	5.2087e-01	1.8804e+00
ABCC3	5	7695	30	20824	1.2516e-01	4.5103e-01	1.3658e-01	1.1747e+00
ABCC4	3	7697	8	20846	1.0000e+00	1.0156e+00	1.7349e-01	4.2330e+00
ABCC5	1	7699	3	20851	1.0000e+00	9.0276e-01	1.7194e-02	1.1246e+01
ABCC6	12	7688	31	20823	8.6451e-01	1.0485e+00	4.9009e-01	2.1010e+00
ABCC8	3	7697	16	20838	4.3683e-01	5.0761e-01	9.4758e-02	1.7740e+00
ABCC9	8	7692	11	20843	1.9201e-01	1.9707e+00	6.8785e-01	5.3812e+00
ABCD2	2	7698	4	20850	6.6379e-01	1.3542e+00	1.2245e-01	9.4516e+00
ABCD3	1	7699	7	20847	6.9097e-01	3.8680e-01	8.5855e-03	3.0117e+00
ABCD4	1	7699	8	20846	4.5982e-01	3.3844e-01	7.6303e-03	2.5252e+00
ABCE1	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
ABCF1	2	7698	4	20850	6.6379e-01	1.3542e+00	1.2245e-01	9.4516e+00
ABCF2	2	7698	3	20851	6.1637e-01	1.8057e+00	1.5078e-01	1.5761e+01
ABCF3	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
ABCG1	1	7699	3	20851	1.0000e+00	9.0276e-01	1.7194e-02	1.1246e+01
ABCG2	9	7691	21	20833	6.8384e-01	1.1609e+00	4.6786e-01	2.6455e+00
ABCG4	3	7697	9	20845	1.0000e+00	9.0274e-01	1.5714e-01	3.6187e+00
ABCG5	3	7697	15	20839	4.3121e-01	5.4148e-01	1.0045e-01	1.9149e+00
ABCG8	6	7694	14	20840	8.0160e-01	1.1608e+00	3.6548e-01	3.2170e+00
ABHD1	7	7693	18	20836	1.0000e+00	1.0533e+00	3.7168e-01	2.6442e+00
ABHD10	2	7698	5	20849	1.0000e+00	1.0834e+00	1.0312e-01	6.6190e+00
ABHD11	0	7700	4	20850	5.7978e-01	0.0000e+00	0.0000e+00	4.1025e+00
ABHD12	5	7695	16	20838	1.0000e+00	8.4626e-01	2.4237e-01	2.4185e+00
ABHD12B	11	7689	13	20841	6.1637e-02	2.2934e+00	9.2988e-01	5.5504e+00
ABHD13	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
ABHD14A	3	7697	8	20846	1.0000e+00	1.0156e+00	1.7349e-01	4.2330e+00
ABHD14A-ACY1	5	7695	6	20848	1.8013e-01	2.2577e+00	5.4488e-01	8.8811e+00
ABHD14B	0	7700	5	20849	3.3307e-01	0.0000e+00	0.0000e+00	2.9556e+00
ABHD15	2	7698	12	20842	3.7751e-01	4.5124e-01	4.9043e-02	2.0276e+00
ABHD16A	1	7699	6	20848	6.8265e-01	4.5131e-01	9.8142e-03	3.7213e+00
ABHD16B	8	7692	20	20834	8.3278e-01	1.0834e+00	4.1256e-01	2.5691e+00
ABHD17A	1	7699	3	20851	1.0000e+00	9.0276e-01	1.7194e-02	1.1246e+01
ABHD17B	1	7699	3	20851	1.0000e+00	9.0276e-01	1.7194e-02	1.1246e+01
ABHD17C	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
ABHD18	11	7689	9	20845	9.2092e-03	3.3132e+00	1.2476e+00	9.0493e+00
ABHD2	3	7697	5	20849	4.5188e-01	1.6252e+00	2.5232e-01	8.3557e+00
ABHD3	3	7697	8	20846	1.0000e+00	1.0156e+00	1.7349e-01	4.2330e+00
ABHD4	5	7695	7	20847	3.2579e-01	1.9352e+00	4.8416e-01	7.0851e+00
ABHD5	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
ABHD6	3	7697	4	20850	3.9619e-01	2.0317e+00	2.9755e-01	1.2012e+01
ABI1	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
ABI2	0	7700	3	20851	5.6847e-01	0.0000e+00	0.0000e+00	6.5553e+00
ABI3	2	7698	6	20848	1.0000e+00	9.0275e-01	8.9083e-02	5.0498e+00
ABI3BP	2	7698	9	20845	7.3805e-01	6.0173e-01	6.3254e-02	2.9082e+00
ABL1	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
ABL2	2	7698	9	20845	7.3805e-01	6.0173e-01	6.3254e-02	2.9082e+00
ABLIM1	2	7698	6	20848	1.0000e+00	9.0275e-01	8.9083e-02	5.0498e+00
ABLIM2	3	7697	7	20847	7.3510e-01	1.1607e+00	1.9364e-01	5.0861e+00
ABLIM3	2	7698	9	20845	7.3805e-01	6.0173e-01	6.3254e-02	2.9082e+00
ABO	3	7697	7	20847	7.3510e-01	1.1607e+00	1.9364e-01	5.0861e+00
ABR	0	7700	0	20854	NaN	NaN	NaN	NaN
ABRA	4	7696	7	20847	5.0160e-01	1.5479e+00	3.3219e-01	6.0907e+00
ABRACL	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
ABRAXAS1	3	7697	15	20839	4.3121e-01	5.4148e-01	1.0045e-01	1.9149e+00
ABRAXAS2	2	7698	2	20852	2.9529e-01	2.7086e+00	1.9630e-01	3.7374e+01
ABT1	3	7697	8	20846	1.0000e+00	1.0156e+00	1.7349e-01	4.2330e+00
ABTB1	3	7697	7	20847	7.3510e-01	1.1607e+00	1.9364e-01	5.0861e+00
ABTB2	1	7699	4	20850	1.0000e+00	6.7707e-01	1.3750e-02	6.8439e+00
AC000061.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC000099.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC000120.3	0	7700	3	20851	5.6847e-01	0.0000e+00	0.0000e+00	6.5553e+00
AC000362.1	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AC001226.2	2	7698	4	20850	6.6379e-01	1.3542e+00	1.2245e-01	9.4516e+00
AC002059.2	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC002094.1	0	7700	5	20849	3.3307e-01	0.0000e+00	0.0000e+00	2.9556e+00
AC002116.1	1	7699	3	20851	1.0000e+00	9.0276e-01	1.7194e-02	1.1246e+01
AC002310.4	0	7700	3	20851	5.6847e-01	0.0000e+00	0.0000e+00	6.5553e+00
AC002398.2	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AC002456.1	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AC002456.2	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC002467.1	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AC002470.2	11	7689	23	20831	4.4630e-01	1.2957e+00	5.6994e-01	2.7686e+00
AC002480.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC002543.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC002985.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC002996.1	2	7698	8	20846	1.0000e+00	6.7703e-01	7.0021e-02	3.3935e+00
AC003001.1	0	7700	0	20854	NaN	NaN	NaN	NaN
AC003002.1	1	7699	5	20849	1.0000e+00	5.4159e-01	1.1453e-02	4.8414e+00
AC003002.2	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC003005.1	0	7700	3	20851	5.6847e-01	0.0000e+00	0.0000e+00	6.5553e+00
AC003006.1	3	7697	4	20850	3.9619e-01	2.0317e+00	2.9755e-01	1.2012e+01
AC003071.1	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AC003072.1	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
AC003098.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC003669.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC003956.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC003991.2	0	7700	4	20850	5.7978e-01	0.0000e+00	0.0000e+00	4.1025e+00
AC004000.1	0	7700	0	20854	NaN	NaN	NaN	NaN
AC004039.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC004054.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC004076.1	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
AC004080.3	1	7699	5	20849	1.0000e+00	5.4159e-01	1.1453e-02	4.8414e+00
AC004080.6	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AC004217.1	0	7700	0	20854	NaN	NaN	NaN	NaN
AC004217.2	0	7700	0	20854	NaN	NaN	NaN	NaN
AC004223.3	5	7695	7	20847	3.2579e-01	1.9352e+00	4.8416e-01	7.0851e+00
AC004224.2	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC004231.3	1	7699	4	20850	1.0000e+00	6.7707e-01	1.3750e-02	6.8439e+00
AC004233.2	9	7691	15	20839	2.5303e-01	1.6257e+00	6.2700e-01	3.9666e+00
AC004241.1	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
AC004253.1	0	7700	0	20854	NaN	NaN	NaN	NaN
AC004381.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC004381.2	0	7700	3	20851	5.6847e-01	0.0000e+00	0.0000e+00	6.5553e+00
AC004467.1	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
AC004477.2	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
AC004490.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC004528.1	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC004593.3	1	7699	4	20850	1.0000e+00	6.7707e-01	1.3750e-02	6.8439e+00
AC004594.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC004672.1	0	7700	0	20854	NaN	NaN	NaN	NaN
AC004687.2	2	7698	5	20849	1.0000e+00	1.0834e+00	1.0312e-01	6.6190e+00
AC004691.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC004691.2	1	7699	7	20847	6.9097e-01	3.8680e-01	8.5855e-03	3.0117e+00
AC004754.1	6	7694	9	20845	2.5352e-01	1.8061e+00	5.2882e-01	5.6837e+00
AC004765.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC004771.1	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC004771.2	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC004824.1	0	7700	0	20854	NaN	NaN	NaN	NaN
AC004832.1	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC004832.3	0	7700	4	20850	5.7978e-01	0.0000e+00	0.0000e+00	4.1025e+00
AC004846.1	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AC004846.2	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
AC004865.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC004884.2	2	7698	0	20854	7.2712e-02	Infinity	5.0867e-01	Infinity
AC004906.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC004922.1	1	7699	7	20847	6.9097e-01	3.8680e-01	8.5855e-03	3.0117e+00
AC004951.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC004997.1	1	7699	6	20848	6.8265e-01	4.5131e-01	9.8142e-03	3.7213e+00
AC005006.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005009.2	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AC005020.2	0	7700	3	20851	5.6847e-01	0.0000e+00	0.0000e+00	6.5553e+00
AC005037.1	0	7700	0	20854	NaN	NaN	NaN	NaN
AC005041.1	11	7689	10	20844	1.3073e-02	2.9819e+00	1.1491e+00	7.8357e+00
AC005082.2	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AC005104.1	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC005154.4	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC005154.5	2	7698	1	20853	1.7893e-01	5.4174e+00	2.8198e-01	3.1899e+02
AC005156.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005160.1	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
AC005162.1	0	7700	0	20854	NaN	NaN	NaN	NaN
AC005208.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005225.2	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
AC005225.3	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005258.1	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC005262.2	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
AC005264.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005288.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005293.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005323.2	2	7698	0	20854	7.2712e-02	Infinity	5.0867e-01	Infinity
AC005324.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005324.3	7	7693	26	20828	5.5849e-01	7.2894e-01	2.6703e-01	1.7252e+00
AC005324.4	5	7695	13	20841	1.0000e+00	1.0417e+00	2.9067e-01	3.1149e+00
AC005329.1	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
AC005342.1	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC005358.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005358.2	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005414.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005480.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005518.1	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
AC005520.1	9	7691	12	20842	1.3616e-01	2.0325e+00	7.5600e-01	5.2576e+00
AC005538.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005540.1	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AC005546.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005550.2	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
AC005551.1	0	7700	6	20848	2.0065e-01	0.0000e+00	0.0000e+00	2.3001e+00
AC005586.1	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC005606.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005609.1	0	7700	3	20851	5.6847e-01	0.0000e+00	0.0000e+00	6.5553e+00
AC005609.5	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
AC005670.2	1	7699	6	20848	6.8265e-01	4.5131e-01	9.8142e-03	3.7213e+00
AC005674.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005692.3	3	7697	2	20852	1.2531e-01	4.0634e+00	4.6538e-01	4.8652e+01
AC005695.1	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
AC005695.2	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005696.2	0	7700	3	20851	5.6847e-01	0.0000e+00	0.0000e+00	6.5553e+00
AC005697.1	1	7699	4	20850	1.0000e+00	6.7707e-01	1.3750e-02	6.8439e+00
AC005702.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005722.3	2	7698	2	20852	2.9529e-01	2.7086e+00	1.9630e-01	3.7374e+01
AC005726.1	4	7696	2	20852	4.8924e-02	5.4186e+00	7.7639e-01	5.9941e+01
AC005726.2	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AC005736.2	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005740.3	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC005746.1	0	7700	0	20854	NaN	NaN	NaN	NaN
AC005746.2	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
AC005759.1	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
AC005786.2	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005786.3	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC005789.1	0	7700	0	20854	NaN	NaN	NaN	NaN
AC005821.1	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
AC005832.1	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC005832.3	0	7700	3	20851	5.6847e-01	0.0000e+00	0.0000e+00	6.5553e+00
AC005833.1	1	7699	9	20845	3.0572e-01	3.0083e-01	6.8663e-03	2.1717e+00
AC005837.2	2	7698	5	20849	1.0000e+00	1.0834e+00	1.0312e-01	6.6190e+00
AC005842.1	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC005856.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005899.3	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC005899.4	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC005901.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC005908.2	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AC005911.1	2	7698	4	20850	6.6379e-01	1.3542e+00	1.2245e-01	9.4516e+00
AC005920.2	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC005943.1	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
AC005944.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC006003.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC006004.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC006019.2	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC006030.1	2	7698	7	20847	1.0000e+00	7.7376e-01	7.8411e-02	4.0649e+00
AC006042.2	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC006059.1	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
AC006059.2	6	7694	21	20833	6.6975e-01	7.7364e-01	2.5538e-01	1.9826e+00
AC006063.1	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC006064.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC006064.6	3	7697	2	20852	1.2531e-01	4.0634e+00	4.6538e-01	4.8652e+01
AC006116.1	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
AC006116.4	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AC006150.1	1	7699	4	20850	1.0000e+00	6.7707e-01	1.3750e-02	6.8439e+00
AC006153.1	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC006205.1	0	7700	0	20854	NaN	NaN	NaN	NaN
AC006213.3	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC006254.1	2	7698	2	20852	2.9529e-01	2.7086e+00	1.9630e-01	3.7374e+01
AC006270.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC006299.1	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AC006333.1	0	7700	3	20851	5.6847e-01	0.0000e+00	0.0000e+00	6.5553e+00
AC006355.2	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC006441.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC006449.3	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AC006450.2	0	7700	0	20854	NaN	NaN	NaN	NaN
AC006452.1	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
AC006509.2	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC006511.5	1	7699	0	20854	2.6966e-01	Infinity	6.9444e-02	Infinity
AC006518.7	0	7700	10	20844	7.1677e-02	0.0000e+00	0.0000e+00	1.2080e+00
AC006538.2	2	7698	3	20851	6.1637e-01	1.8057e+00	1.5078e-01	1.5761e+01
AC006547.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC006581.1	2	7698	0	20854	7.2712e-02	Infinity	5.0867e-01	Infinity
AC006947.1	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC007000.3	2	7698	0	20854	7.2712e-02	Infinity	5.0867e-01	Infinity
AC007036.3	2	7698	3	20851	6.1637e-01	1.8057e+00	1.5078e-01	1.5761e+01
AC007038.1	2	7698	3	20851	6.1637e-01	1.8057e+00	1.5078e-01	1.5761e+01
AC007040.2	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
AC007099.1	2	7698	3	20851	6.1637e-01	1.8057e+00	1.5078e-01	1.5761e+01
