gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	RES.test_statistic	RES.p_value	OR
SSU72P5	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
SSU72P7	[0,0,0,2]	[4556,204,801,2054]	[0,1,0,1]	[7077,2074,3439,7258]	9.3740e-01	3.3295e-01	5.0266e+00
SSUH2	[11,0,0,1]	[4545,204,801,2055]	[8,2,0,3]	[7069,2073,3439,7256]	1.6723e+00	1.9596e-01	1.8816e+00
SSX1	[3,0,0,2]	[4553,204,801,2054]	[6,2,1,5]	[7071,2073,3438,7254]	1.0572e-03	9.7406e-01	8.8536e-01
SSX2IP	[4,0,0,2]	[4552,204,801,2054]	[10,0,0,3]	[7067,2075,3439,7256]	1.7900e-03	9.6625e-01	8.7176e-01
SSX3	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
SSX5	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
SSX7	[1,0,0,1]	[4555,204,801,2055]	[1,1,0,1]	[7076,2074,3439,7258]	3.8258e-02	8.4493e-01	1.9773e+00
ST13	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
ST14	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
ST18	[1,1,1,0]	[4555,203,800,2056]	[0,0,0,0]	[7077,2075,3439,7259]	7.0798e+00	7.7959e-03	Infinity
ST20	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
ST3GAL1	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,1]	[7076,2074,3439,7258]	8.2874e-02	7.7344e-01	0.0000e+00
ST3GAL4	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
ST3GAL5	[3,0,1,1]	[4553,204,800,2055]	[6,2,0,3]	[7071,2073,3439,7256]	2.4141e-02	8.7653e-01	1.0704e+00
ST3GAL6	[2,0,0,0]	[4554,204,801,2056]	[2,7,0,0]	[7075,2068,3439,7259]	6.1865e-02	8.0357e-01	8.6296e-01
ST5	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
ST6GAL1	[2,0,0,0]	[4554,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.2358e-02	7.6120e-01	2.7562e+00
ST6GAL2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
ST6GALNAC1	[5,0,0,1]	[4551,204,801,2055]	[6,0,1,6]	[7071,2075,3438,7253]	5.2761e-02	8.1833e-01	9.8911e-01
ST6GALNAC2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,3]	[7077,2075,3439,7256]	5.0970e-02	8.2138e-01	0.0000e+00
ST6GALNAC3	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	1.9055e-01	6.6246e-01	1.3781e+00
ST6GALNAC4	[0,0,0,0]	[4556,204,801,2056]	[2,1,1,2]	[7075,2074,3438,7257]	9.5370e-01	3.2878e-01	0.0000e+00
ST6GALNAC5	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
ST7	[1,0,0,0]	[4555,204,801,2056]	[2,1,0,1]	[7075,2074,3439,7258]	2.2730e-04	9.8797e-01	5.5626e-01
ST7L	[0,0,0,3]	[4556,204,801,2053]	[4,2,1,10]	[7073,2073,3438,7249]	4.8545e-01	4.8597e-01	5.6412e-01
ST8SIA1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
ST8SIA2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
ST8SIA3	[0,0,0,0]	[4556,204,801,2056]	[0,1,2,0]	[7077,2074,3437,7259]	2.7495e-03	9.5818e-01	0.0000e+00
ST8SIA4	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
ST8SIA5	[1,0,0,0]	[4555,204,801,2056]	[4,0,0,2]	[7073,2075,3439,7257]	5.2734e-01	4.6773e-01	3.0284e-01
ST8SIA6	[0,0,0,1]	[4556,204,801,2055]	[1,1,0,6]	[7076,2074,3439,7253]	1.8180e-01	6.6983e-01	4.3142e-01
STAB1	[7,0,0,5]	[4549,204,801,2051]	[9,4,5,17]	[7068,2071,3434,7242]	6.5262e-04	9.7962e-01	9.5041e-01
STAB2	[4,0,0,7]	[4552,204,801,2049]	[17,9,1,16]	[7060,2066,3438,7243]	7.9541e-01	3.7247e-01	7.0486e-01
STAC	[2,0,0,0]	[4554,204,801,2056]	[3,0,0,5]	[7074,2075,3439,7254]	1.5393e-01	6.9481e-01	5.3388e-01
STAC2	[2,2,0,0]	[4554,202,801,2056]	[5,0,0,3]	[7072,2075,3439,7256]	2.9152e-03	9.5694e-01	1.1593e+00
STAG2	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	1.9055e-01	6.6246e-01	1.3781e+00
STAG3	[3,0,0,0]	[4553,204,801,2056]	[1,0,1,1]	[7076,2075,3438,7258]	2.1467e-01	6.4313e-01	2.2781e+00
STAG3L2	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
STAM	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	1.2280e-02	9.1176e-01	6.0586e-01
STAM2	[0,0,2,2]	[4556,204,799,2054]	[2,0,5,4]	[7075,2075,3434,7255]	1.8994e-03	9.6524e-01	1.2186e+00
STAMBP	[3,0,0,2]	[4553,204,801,2054]	[5,0,0,3]	[7072,2075,3439,7256]	2.5067e-02	8.7420e-01	1.2915e+00
STAMBPL1	[0,0,0,0]	[4556,204,801,2056]	[2,2,0,4]	[7075,2073,3439,7255]	1.3634e+00	2.4294e-01	0.0000e+00
STAP1	[2,1,0,0]	[4554,203,801,2056]	[4,0,0,4]	[7073,2075,3439,7255]	1.4372e-02	9.0458e-01	8.6840e-01
STAP2	[4,0,0,0]	[4552,204,801,2056]	[0,1,1,1]	[7077,2074,3438,7258]	1.5131e+00	2.1866e-01	4.8752e+00
STARD10	[1,0,0,1]	[4555,204,801,2055]	[1,2,0,1]	[7076,2073,3439,7258]	9.4200e-03	9.2268e-01	1.7536e+00
STARD13	[3,0,0,0]	[4553,204,801,2056]	[6,0,0,4]	[7071,2075,3439,7255]	2.9106e-01	5.8954e-01	5.6435e-01
STARD3	[2,0,0,0]	[4554,204,801,2056]	[6,0,0,3]	[7071,2075,3439,7256]	6.9309e-01	4.0512e-01	4.0375e-01
STARD3NL	[2,1,0,1]	[4554,203,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	7.9333e+00	4.8534e-03	Infinity
STARD4	[0,0,0,2]	[4556,204,801,2054]	[4,0,1,5]	[7073,2075,3438,7254]	2.7751e-01	5.9834e-01	5.4495e-01
STARD5	[4,0,0,0]	[4552,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	7.8884e-01	3.7445e-01	2.9218e+00
STARD6	[0,0,0,1]	[4556,204,801,2055]	[2,0,1,2]	[7075,2075,3438,7257]	1.5759e-02	9.0010e-01	5.5119e-01
STARD7	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
STARD8	[1,0,0,1]	[4555,204,801,2055]	[1,1,0,3]	[7076,2074,3439,7256]	5.2475e-02	8.1881e-01	1.2138e+00
STARD9	[23,0,0,9]	[4533,204,801,2047]	[45,0,0,26]	[7032,2075,3439,7233]	1.5599e-01	6.9287e-01	8.9862e-01
STAT1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
STAT2	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
STAT3	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	9.2358e-02	7.6120e-01	7.3022e-01
STAT4	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
STAT5A	[1,0,0,1]	[4555,204,801,2055]	[2,0,0,0]	[7075,2075,3439,7259]	1.2280e-02	9.1176e-01	1.7717e+00
STAT5B	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.0775e-02	8.6074e-01	2.7562e+00
STAT6	[1,0,0,1]	[4555,204,801,2055]	[0,0,0,1]	[7077,2075,3439,7258]	7.6393e-01	3.8210e-01	6.2895e+00
STAU1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
STAU2	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
STC2	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
STEAP1	[2,0,0,1]	[4554,204,801,2055]	[1,1,0,1]	[7076,2074,3439,7258]	5.5312e-01	4.5705e-01	2.8445e+00
STEAP1B	[2,0,0,1]	[4554,204,801,2055]	[10,1,2,0]	[7067,2074,3437,7259]	1.0432e+00	3.0709e-01	4.5510e-01
STEAP2	[2,0,0,2]	[4554,204,801,2054]	[6,2,2,4]	[7071,2073,3437,7255]	7.7674e-02	7.8048e-01	7.3221e-01
STEAP3	[2,0,0,0]	[4554,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	1.2793e-02	9.0995e-01	1.4606e+00
STIL	[0,0,0,0]	[4556,204,801,2056]	[1,0,1,2]	[7076,2075,3438,7257]	3.7050e-01	5.4273e-01	0.0000e+00
STIM1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
STIM2	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
STIP1	[0,0,0,0]	[4556,204,801,2056]	[0,2,1,1]	[7077,2073,3438,7258]	1.6103e-02	8.9902e-01	0.0000e+00
STK10	[5,0,0,1]	[4551,204,801,2055]	[4,1,1,2]	[7073,2074,3438,7257]	3.6994e-01	5.4303e-01	1.6717e+00
STK11IP	[9,0,0,2]	[4547,204,801,2054]	[10,2,0,10]	[7067,2073,3439,7249]	7.9186e-03	9.2909e-01	1.1162e+00
STK17A	[2,1,0,1]	[4554,203,801,2055]	[2,1,0,1]	[7075,2074,3439,7258]	1.1810e+00	2.7716e-01	2.6593e+00
STK17B	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
STK24	[0,0,0,1]	[4556,204,801,2055]	[0,0,0,0]	[7077,2075,3439,7259]	4.5347e-01	5.0069e-01	Infinity
STK25	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
STK26	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
STK3	[2,0,1,0]	[4554,204,800,2056]	[0,0,0,2]	[7077,2075,3439,7257]	1.2121e+00	2.7092e-01	4.5936e+00
STK31	[1,1,1,3]	[4555,203,800,2053]	[5,1,0,0]	[7072,2074,3439,7259]	1.9879e+00	1.5856e-01	2.2800e+00
STK32A	[3,0,0,2]	[4553,204,801,2054]	[7,1,0,6]	[7070,2074,3439,7253]	1.9240e-02	8.8968e-01	8.1415e-01
STK32B	[2,0,0,1]	[4554,204,801,2055]	[2,0,0,1]	[7075,2075,3439,7258]	1.8666e-01	6.6571e-01	1.9885e+00
STK32C	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
STK33	[2,0,0,1]	[4554,204,801,2055]	[1,1,0,2]	[7076,2074,3439,7257]	2.5059e-01	6.1666e-01	2.1639e+00
STK35	[1,0,1,1]	[4555,204,800,2055]	[3,0,1,5]	[7074,2075,3438,7254]	2.3351e-02	8.7855e-01	8.9105e-01
STK36	[5,0,1,1]	[4551,204,800,2055]	[7,2,1,10]	[7070,2073,3438,7249]	6.5266e-03	9.3561e-01	8.7115e-01
STK38	[2,1,0,0]	[4554,203,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.7453e+00	2.9378e-02	Infinity
STK38L	[0,0,0,0]	[4556,204,801,2056]	[0,0,2,1]	[7077,2075,3437,7258]	2.0302e-02	8.8670e-01	0.0000e+00
STK39	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,1]	[7074,2075,3439,7258]	7.3382e-02	7.8647e-01	4.3579e-01
STK4	[0,0,0,0]	[4556,204,801,2056]	[0,0,1,3]	[7077,2075,3438,7256]	1.8420e-01	6.6779e-01	0.0000e+00
STK40	[0,0,0,0]	[4556,204,801,2056]	[1,1,0,0]	[7076,2074,3439,7259]	1.1103e-03	9.7342e-01	0.0000e+00
STKLD1	[5,0,0,0]	[4551,204,801,2056]	[3,0,0,1]	[7074,2075,3439,7258]	6.3247e-01	4.2645e-01	2.1806e+00
STMN2	[2,0,0,0]	[4554,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.4786e-01	7.0059e-01	3.1076e+00
STMN4	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,2]	[7076,2075,3439,7257]	9.2358e-02	7.6120e-01	7.3022e-01
STMND1	[3,1,1,0]	[4553,203,800,2056]	[6,3,0,1]	[7071,2072,3439,7258]	1.5414e-02	9.0119e-01	1.2495e+00
STN1	[1,1,0,0]	[4555,203,801,2056]	[1,0,0,3]	[7076,2075,3439,7256]	1.1381e-03	9.7309e-01	1.4413e+00
STOM	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
STOML1	[2,0,0,1]	[4554,204,801,2055]	[4,0,0,3]	[7073,2075,3439,7256]	3.3744e-02	8.5425e-01	8.9552e-01
STOML3	[0,0,0,1]	[4556,204,801,2055]	[2,1,4,2]	[7075,2074,3435,7257]	3.7067e-01	5.4264e-01	3.7642e-01
STON1	[1,0,0,2]	[4555,204,801,2054]	[2,0,1,2]	[7075,2075,3438,7257]	4.1235e-02	8.3909e-01	1.5331e+00
STON2	[1,0,0,0]	[4555,204,801,2056]	[2,2,0,2]	[7075,2073,3439,7257]	7.1434e-02	7.8926e-01	4.3331e-01
STOX1	[2,0,0,0]	[4554,204,801,2056]	[4,1,1,9]	[7073,2074,3438,7250]	1.3931e+00	2.3789e-01	3.1743e-01
STPG1	[2,0,0,0]	[4554,204,801,2056]	[4,0,0,2]	[7073,2075,3439,7257]	4.7864e-02	8.2682e-01	6.0579e-01
STPG2	[3,1,0,2]	[4553,203,801,2054]	[2,4,0,6]	[7075,2071,3439,7253]	5.9368e-01	4.4100e-01	1.7426e+00
STRA6	[0,0,0,1]	[4556,204,801,2055]	[1,1,1,5]	[7076,2074,3438,7254]	1.6246e-01	6.8690e-01	4.3919e-01
STRA8	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.6843e-01	6.8151e-01	1.5535e+00
STRADB	[1,0,0,1]	[4555,204,801,2055]	[4,1,0,2]	[7073,2074,3439,7257]	2.4635e-02	8.7528e-01	6.6147e-01
STRAP	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
STRBP	[0,0,0,0]	[4556,204,801,2056]	[1,0,1,1]	[7076,2075,3438,7258]	1.6108e-01	6.8816e-01	0.0000e+00
STRC	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.0775e-02	8.6074e-01	2.7562e+00
STRIP1	[1,0,0,1]	[4555,204,801,2055]	[1,2,0,3]	[7076,2073,3439,7256]	8.9781e-02	7.6446e-01	1.1256e+00
STRIP2	[3,0,0,2]	[4553,204,801,2054]	[4,1,0,6]	[7073,2074,3439,7253]	2.9986e-03	9.5633e-01	1.1354e+00
STRN	[1,0,0,0]	[4555,204,801,2056]	[1,0,1,1]	[7076,2075,3438,7258]	1.1762e-01	7.3163e-01	7.5920e-01
STRN3	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.7936e-01	5.3795e-01	9.9345e-01
STRN4	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.4786e-01	7.0059e-01	7.7662e-01
STS	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	Infinity	0.0000e+00	NaN
STT3A	[1,0,0,1]	[4555,204,801,2055]	[0,0,1,1]	[7077,2075,3438,7258]	3.1067e-01	5.7727e-01	3.3881e+00
STT3B	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
STUM	[0,0,1,0]	[4556,204,800,2056]	[0,0,0,0]	[7077,2075,3439,7259]	6.3157e-01	4.2678e-01	Infinity
STX11	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
STX16	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,3]	[7075,2075,3439,7256]	9.0074e-01	3.4258e-01	0.0000e+00
STX17	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
STX18	[1,0,0,0]	[4555,204,801,2056]	[2,0,0,1]	[7075,2075,3439,7258]	1.2280e-02	9.1176e-01	6.0586e-01
STX1A	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
STX2	[0,0,0,1]	[4556,204,801,2055]	[0,1,0,1]	[7077,2074,3439,7258]	2.2516e-03	9.6215e-01	2.5125e+00
STX3	[1,0,0,1]	[4555,204,801,2055]	[1,0,0,1]	[7076,2075,3439,7258]	9.2358e-02	7.6120e-01	2.2664e+00
STX4	[0,0,0,2]	[4556,204,801,2054]	[0,2,0,1]	[7077,2073,3439,7258]	6.3940e-01	4.2393e-01	3.9004e+00
STX5	[0,0,1,0]	[4556,204,800,2056]	[0,0,0,0]	[7077,2075,3439,7259]	6.3157e-01	4.2678e-01	Infinity
STX6	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
STX7	[0,0,0,1]	[4556,204,801,2055]	[3,0,0,1]	[7074,2075,3439,7258]	1.2793e-02	9.0995e-01	5.5833e-01
STX8	[0,0,0,0]	[4556,204,801,2056]	[2,0,1,4]	[7075,2075,3438,7255]	1.3937e+00	2.3777e-01	0.0000e+00
STXBP1	[0,0,0,0]	[4556,204,801,2056]	[0,0,2,0]	[7077,2075,3437,7259]	4.8716e-02	8.2531e-01	0.0000e+00
STXBP3	[3,0,0,1]	[4553,204,801,2055]	[2,0,1,1]	[7075,2075,3438,7258]	4.9209e-01	4.8299e-01	2.1838e+00
STXBP4	[3,0,0,1]	[4553,204,801,2055]	[7,1,4,5]	[7070,2074,3435,7254]	6.1254e-01	4.3383e-01	5.5504e-01
STXBP5	[2,0,1,0]	[4554,204,800,2056]	[3,1,0,1]	[7074,2074,3439,7258]	1.1375e-03	9.7309e-01	1.3655e+00
STXBP5L	[1,0,0,1]	[4555,204,801,2055]	[0,1,0,2]	[7077,2074,3439,7257]	1.5224e-01	6.9640e-01	2.6141e+00
STXBP6	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
STYK1	[4,0,0,1]	[4552,204,801,2055]	[6,0,1,5]	[7071,2075,3438,7254]	1.3871e-03	9.7029e-01	8.8195e-01
STYX	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
STYXL1	[3,0,0,0]	[4553,204,801,2056]	[1,0,0,3]	[7076,2075,3439,7256]	5.0102e-02	8.2289e-01	1.7321e+00
SUB1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
SUCLA2	[1,0,1,0]	[4555,204,800,2056]	[0,0,1,0]	[7077,2075,3438,7259]	9.7985e-01	3.2223e-01	7.5218e+00
SUCLG1	[1,0,0,0]	[4555,204,801,2056]	[2,1,0,2]	[7075,2074,3439,7257]	3.7179e-02	8.4710e-01	4.6282e-01
SUCLG2	[1,0,0,0]	[4555,204,801,2056]	[3,1,0,0]	[7074,2074,3439,7259]	2.3557e-02	8.7802e-01	4.8102e-01
SUCO	[3,0,0,1]	[4553,204,801,2055]	[3,0,0,7]	[7074,2075,3439,7252]	5.2693e-02	8.1844e-01	9.5747e-01
SUDS3	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.0775e-02	8.6074e-01	2.7562e+00
SUFU	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
SUGCT	[2,0,1,1]	[4554,204,800,2055]	[2,2,0,3]	[7075,2073,3439,7256]	2.3813e-01	6.2556e-01	1.7283e+00
SUGP1	[0,0,0,1]	[4556,204,801,2055]	[0,0,3,2]	[7077,2075,3436,7257]	7.5350e-02	7.8370e-01	7.7291e-01
SUGP2	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
SULF1	[1,0,0,3]	[4555,204,801,2053]	[4,1,0,1]	[7073,2074,3439,7258]	1.6539e-01	6.8424e-01	1.5700e+00
SULF2	[2,0,0,0]	[4554,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.7936e-01	5.3795e-01	5.5125e+00
SULT1B1	[1,0,0,0]	[4555,204,801,2056]	[3,0,0,2]	[7074,2075,3439,7257]	1.9902e-01	6.5551e-01	3.7627e-01
SULT1C2	[4,0,0,3]	[4552,204,801,2053]	[5,2,0,6]	[7072,2073,3439,7253]	1.7018e-01	6.7995e-01	1.3788e+00
SULT1C3	[2,0,0,0]	[4554,204,801,2056]	[3,1,0,3]	[7074,2074,3439,7256]	2.4635e-02	8.7528e-01	6.3143e-01
SULT1C4	[2,0,0,0]	[4554,204,801,2056]	[4,4,0,4]	[7073,2071,3439,7255]	4.8718e-01	4.8519e-01	4.3324e-01
SULT1E1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,3]	[7076,2075,3439,7256]	4.0668e-01	5.2366e-01	0.0000e+00
SULT2A1	[3,0,0,0]	[4553,204,801,2056]	[2,0,0,3]	[7075,2075,3439,7256]	8.4905e-03	9.2658e-01	1.2627e+00
SULT2B1	[2,0,0,0]	[4554,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.7936e-01	5.3795e-01	5.5125e+00
SULT4A1	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,1]	[7076,2075,3439,7258]	3.0775e-02	8.6074e-01	0.0000e+00
SULT6B1	[8,0,0,1]	[4548,204,801,2055]	[6,1,0,3]	[7071,2074,3439,7256]	1.0193e+00	3.1269e-01	1.8216e+00
SUMF1	[3,0,0,1]	[4553,204,801,2055]	[2,2,0,0]	[7075,2073,3439,7259]	8.5478e-01	3.5520e-01	2.7073e+00
SUMF2	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,0]	[7075,2075,3439,7259]	1.6843e-01	6.8151e-01	0.0000e+00
SUMO2P17	[1,0,0,0]	[4555,204,801,2056]	[0,0,0,0]	[7077,2075,3439,7259]	4.9278e-02	8.2432e-01	Infinity
SUMO3	[2,0,0,0]	[4554,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	3.7936e-01	5.3795e-01	5.5125e+00
SUMO4	[0,0,0,0]	[4556,204,801,2056]	[0,3,0,0]	[7077,2072,3439,7259]	2.1931e-01	6.3957e-01	0.0000e+00
SUN1	[4,0,0,0]	[4552,204,801,2056]	[0,0,0,5]	[7077,2075,3439,7254]	3.7994e-01	5.3764e-01	2.2050e+00
SUN3	[5,0,1,1]	[4551,204,800,2055]	[7,0,1,2]	[7070,2075,3438,7257]	1.5713e-01	6.9181e-01	1.3741e+00
SUN5	[3,0,0,1]	[4553,204,801,2055]	[2,0,1,3]	[7075,2075,3438,7256]	1.0871e-01	7.4162e-01	1.5938e+00
SUOX	[0,0,0,0]	[4556,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	4.9278e-02	8.2432e-01	0.0000e+00
SUPT16H	[1,0,0,0]	[4555,204,801,2056]	[1,0,0,0]	[7076,2075,3439,7259]	1.6843e-01	6.8151e-01	1.5535e+00
SUPT20H	[0,0,0,1]	[4556,204,801,2055]	[2,0,0,8]	[7075,2075,3439,7251]	7.9692e-01	3.7202e-01	3.0548e-01
SUPT3H	[0,0,0,0]	[4556,204,801,2056]	[5,2,0,0]	[7072,2073,3439,7259]	1.9800e+00	1.5939e-01	0.0000e+00
SUPT5H	[0,0,0,0]	[4556,204,801,2056]	[0,1,0,1]	[7077,2074,3439,7258]	1.4206e-01	7.0624e-01	0.0000e+00
SUPT6H	[1,0,0,0]	[4555,204,801,2056]	[0,0,1,0]	[7077,2075,3438,7259]	1.6577e-02	8.9755e-01	3.2203e+00
SUPT7L	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,2]	[7077,2075,3439,7257]	9.9703e-03	9.2046e-01	0.0000e+00
SUPV3L1	[0,0,0,1]	[4556,204,801,2055]	[3,0,0,1]	[7074,2075,3439,7258]	1.2793e-02	9.0995e-01	5.5833e-01
SURF1	[0,0,0,0]	[4556,204,801,2056]	[0,0,0,1]	[7077,2075,3439,7258]	4.5347e-01	5.0069e-01	0.0000e+00
SURF6	[0,0,0,0]	[4556,204,801,2056]	[2,0,0,2]	[7075,2075,3439,7257]	6.4018e-01	4.2365e-01	0.0000e+00
SUSD1	[4,0,0,2]	[4552,204,801,2054]	[8,0,2,5]	[7069,2075,3437,7254]	3.4426e-03	9.5321e-01	8.6497e-01
SUSD2	[5,1,0,0]	[4551,203,801,2056]	[17,6,2,7]	[7060,2069,3437,7252]	2.9775e+00	8.4429e-02	4.3284e-01
SUSD3	[1,0,0,1]	[4555,204,801,2055]	[2,0,2,1]	[7075,2075,3437,7258]	1.7893e-01	6.7230e-01	1.0042e+00
SUSD4	[0,0,1,0]	[4556,204,800,2056]	[0,0,0,4]	[7077,2075,3439,7255]	2.1802e-01	6.4055e-01	9.1868e-01
